ID_COMPRA,ID_PROVEEDOR,Puerto,Precio_envio,Fecha,Tiempo_de_Envio
12379101,69145150,Callao,396,2024-03-07,45
69631089,48155818,Chancay,126,2025-10-11,24
34913059,61123503,Chancay,182,2025-01-06,21
57505635,82493922,Callao,383,2023-11-28,34
41711338,69864747,Callao,344,2023-10-24,33
21530751,30029994,Callao,441,2023-04-15,42
89483297,54508295,Callao,473,2024-12-06,45
60549299,66051418,Callao,414,2023-02-09,42
50078229,64321958,Callao,401,2023-02-27,35
88540797,12689750,Chancay,276,2025-12-14,21
75119232,44166405,Chancay,186,2025-02-16,23
13591779,98707430,Chancay,101,2025-05-09,20
45311437,85094409,Callao,474,2024-10-03,44
42756248,22761160,Callao,314,2024-07-23,40
38381501,84291014,Callao,423,2024-04-05,38
86545221,24123935,Chancay,176,2025-07-22,24
75337823,77203838,Chancay,195,2025-01-10,21
58232157,64854613,Callao,448,2024-10-25,30
44333005,50068026,Callao,347,2024-04-15,45
65436322,18019833,Callao,491,2024-06-08,32
27064506,83658191,Chancay,127,2025-02-16,25
64016012,94616316,Callao,406,2023-01-15,30
24108279,47185040,Callao,452,2024-01-08,31
21770502,16996728,Callao,446,2023-07-06,37
13484062,62579474,Callao,431,2023-06-25,40
20834515,76214692,Chancay,204,2025-04-11,21
50724728,12839504,Callao,378,2024-06-06,37
70116045,43655589,Chancay,210,2025-08-08,24
33495373,49899866,Callao,480,2023-04-28,36
92801140,32892490,Chancay,131,2025-04-16,22
42336550,55103766,Callao,444,2024-10-10,35
19074689,18100828,Callao,427,2024-02-04,44
20456402,97492955,Callao,486,2023-02-02,35
60513089,13305403,Callao,350,2023-01-28,43
67350608,12700262,Chancay,214,2025-11-17,21
73546927,86944875,Callao,375,2024-07-23,36
23125363,47413862,Callao,493,2023-05-10,45
20498487,32375902,Callao,347,2023-09-17,33
31003379,31667562,Callao,461,2023-10-22,41
91459692,95962523,Callao,421,2023-12-01,42
80469955,25409311,Chancay,154,2025-09-04,24
93690035,61540192,Chancay,160,2025-01-28,24
39176455,43978259,Chancay,258,2025-10-12,24
29457380,27639206,Callao,477,2024-08-29,41
68606217,57224155,Chancay,160,2025-04-03,25
23671503,68543360,Callao,483,2024-06-23,37
92095889,86462190,Chancay,270,2025-10-14,23
79360095,39846901,Callao,405,2023-11-23,33
21108502,95135095,Callao,493,2023-06-03,33
68791740,46927469,Callao,410,2024-11-13,45
95221595,24484383,Callao,358,2023-07-05,35
27878723,14104783,Callao,435,2023-01-07,31
84636560,18721093,Chancay,138,2025-03-09,23
31569138,10329527,Callao,397,2023-02-14,37
59974339,91735043,Callao,397,2024-01-17,33
46932698,40959789,Callao,354,2023-03-16,33
56731617,91672722,Callao,481,2024-09-27,39
98861448,80539322,Chancay,181,2025-11-26,23
84742062,21863970,Chancay,110,2025-04-23,18
69058254,84005749,Chancay,279,2025-12-11,23
23985297,18081773,Chancay,163,2025-07-25,19
50828783,44392469,Chancay,150,2025-09-12,23
28066405,36224568,Callao,461,2023-01-30,35
25277310,13627702,Chancay,108,2025-10-22,19
84163675,25081919,Callao,476,2024-07-04,40
24105001,84725127,Callao,317,2023-06-24,39
87313838,38300310,Chancay,195,2025-09-11,20
93765778,10197976,Callao,357,2023-10-15,45
73584359,90527751,Callao,363,2024-07-25,43
65237620,68017962,Callao,480,2023-11-17,36
69671911,18935297,Chancay,292,2025-11-15,20
23302805,87391360,Chancay,144,2025-07-28,20
31426517,59624060,Callao,385,2024-02-22,42
85029833,35231895,Chancay,244,2025-07-29,18
70363479,63057276,Callao,473,2023-01-12,32
72357258,52935831,Chancay,167,2025-09-15,22
59059270,93100367,Chancay,294,2025-08-07,19
88992155,85671447,Callao,304,2023-06-02,43
65544291,20166431,Callao,487,2024-12-15,32
88581361,79247746,Callao,470,2024-12-11,34
79372874,47913894,Chancay,171,2025-06-02,22
40838376,25950640,Callao,401,2024-04-25,42
69433312,22027282,Chancay,228,2025-01-21,19
61725719,93206528,Chancay,209,2025-05-18,25
52582841,38045124,Callao,414,2024-05-16,40
92734861,90974546,Callao,353,2023-04-01,40
74197687,11307156,Callao,457,2023-09-15,37
45224598,93031594,Callao,479,2023-04-20,32
41933798,51219891,Chancay,259,2025-01-01,25
47622545,53447022,Chancay,229,2025-09-22,19
97905074,22883757,Chancay,211,2025-08-23,19
86166110,32860981,Callao,487,2023-10-03,42
59783240,47305744,Callao,302,2024-04-06,42
79887380,92465890,Chancay,247,2025-10-23,24
23346181,83808570,Chancay,216,2025-07-01,18
31166507,31908074,Chancay,151,2025-03-26,23
25129370,98512707,Callao,304,2024-06-17,32
90745333,46319084,Callao,325,2024-09-18,32
59711479,66657119,Chancay,161,2025-10-16,20
85084580,98328826,Callao,406,2023-12-08,41
27648584,58822931,Chancay,190,2025-12-24,20
60104360,21558481,Callao,469,2023-10-26,37
35826445,23200130,Callao,482,2023-07-02,33
53651137,29574448,Callao,379,2024-06-24,38
17853713,54731188,Chancay,219,2025-01-08,20
85452142,71870971,Callao,331,2024-08-08,30
33050733,90059482,Callao,351,2023-04-05,37
38954089,16029495,Callao,472,2023-06-04,34
84229529,36670094,Callao,403,2023-09-21,32
62654138,56640314,Chancay,107,2025-03-24,20
24284728,24860215,Chancay,295,2025-08-21,20
65544425,89828713,Chancay,266,2025-11-02,23
13152372,18089833,Callao,470,2024-11-26,40
43405059,87515535,Chancay,129,2025-06-19,23
16393088,95941868,Callao,332,2024-02-03,33
44636508,46383398,Callao,485,2024-09-11,35
66371983,44539873,Callao,464,2024-11-27,38
60674956,22428883,Callao,327,2023-06-03,43
76139587,62406104,Chancay,209,2025-06-20,20
96237200,64164903,Callao,491,2023-08-15,32
79430628,35625682,Chancay,266,2025-12-22,24
42260476,18755839,Chancay,163,2025-09-12,22
14132563,50009706,Callao,458,2023-08-04,31
49567734,74131438,Chancay,255,2025-04-04,19
27744458,79586314,Callao,328,2023-05-12,38
56681613,21229186,Callao,360,2024-10-09,33
44134792,19103082,Chancay,184,2025-05-25,20
58551212,36454673,Callao,358,2023-11-10,31
20549191,53608383,Callao,464,2023-06-21,40
48377117,10688486,Chancay,221,2025-01-25,22
19583240,45324516,Callao,371,2023-07-05,35
99014333,27363300,Chancay,108,2025-01-30,25
75605592,18966523,Callao,433,2024-10-05,36
21888733,65357266,Chancay,158,2025-04-13,18
27148653,24305578,Callao,382,2024-04-01,40
96128600,99243502,Callao,430,2024-06-12,43
46936016,51054049,Chancay,272,2025-12-12,21
52271424,72042368,Chancay,231,2025-02-15,18
46662540,65016299,Callao,366,2024-12-22,33
59265159,80248875,Callao,303,2024-04-30,31
49030234,43995468,Chancay,145,2025-06-17,19
73894505,46770415,Callao,485,2023-07-31,30
42029535,43250107,Chancay,143,2025-10-05,19
30617855,27925335,Chancay,115,2025-10-07,19
24728266,13518189,Callao,327,2023-02-28,30
94907855,49202080,Callao,365,2024-10-11,33
21381396,94764421,Chancay,128,2025-06-23,21
78500749,92194121,Callao,309,2024-05-08,42
19524202,70364175,Chancay,181,2025-01-30,21
22709883,22712413,Callao,491,2023-10-08,45
42154442,34909171,Callao,332,2023-03-30,44
63198472,40320502,Callao,500,2024-10-21,34
34721317,53307968,Callao,412,2024-01-10,43
79760097,90888627,Callao,397,2024-07-11,38
77575951,79814603,Callao,438,2024-06-15,34
29983250,35625983,Chancay,130,2025-01-14,20
84620091,17192868,Callao,309,2023-07-08,31
58665556,78886528,Callao,394,2023-11-15,35
90134062,63225019,Callao,431,2023-12-29,30
54165151,97791802,Callao,314,2024-01-05,45
23434517,31700837,Callao,380,2024-04-23,45
82889582,59303857,Callao,467,2023-02-19,31
94637873,25353594,Callao,470,2023-06-20,37
62402574,78597211,Callao,486,2023-12-03,33
27812542,69307135,Callao,337,2024-11-02,38
21671836,70798637,Chancay,222,2025-03-13,24
93168214,34970156,Callao,390,2023-08-24,32
65541991,43044265,Chancay,280,2025-05-11,20
45959212,14571119,Chancay,297,2025-12-17,23
10600551,59583539,Chancay,204,2025-01-26,25
45561857,65626585,Callao,379,2023-08-09,43
34897762,15488204,Chancay,285,2025-11-16,24
50873723,62763579,Callao,361,2023-01-09,33
75219486,63429750,Chancay,142,2025-02-26,21
88873907,40097401,Callao,336,2024-08-09,44
60785986,61084634,Chancay,135,2025-02-20,20
34258279,80915819,Callao,377,2024-03-22,31
88363163,38825680,Callao,401,2024-12-07,41
67948629,67243674,Callao,376,2023-08-01,33
49889968,64740396,Callao,473,2023-11-08,38
41321772,37054350,Callao,483,2024-10-01,31
21372809,78998683,Callao,467,2024-10-30,31
94324569,60667023,Callao,305,2024-10-17,37
40143251,65407171,Callao,479,2024-04-16,41
30037534,86429970,Callao,442,2023-03-18,45
17868624,98235226,Callao,364,2023-06-14,38
58351817,84664258,Callao,383,2023-01-30,39
66401538,37292593,Chancay,248,2025-02-28,21
38106265,69646901,Callao,473,2023-07-26,45
11791373,22403319,Chancay,204,2025-10-21,19
80725364,20540991,Callao,489,2024-03-29,40
83450931,69942043,Callao,435,2023-06-20,45
33873414,67925727,Chancay,189,2025-09-18,23
91698607,33657976,Callao,459,2023-04-04,36
26620951,87167906,Callao,417,2024-11-03,34
74951047,89916873,Callao,418,2023-05-04,44
20843204,51200851,Callao,359,2023-11-20,39
51579843,73949760,Callao,376,2024-12-22,44
97663718,99435497,Callao,475,2024-12-31,31
31350064,58739807,Callao,441,2024-08-04,40
54240104,76891613,Callao,321,2024-10-22,32
93679316,77434668,Callao,387,2023-12-18,44
44592363,29320671,Callao,306,2023-11-16,43
47469751,80603622,Callao,322,2023-08-01,34
23995512,20472600,Callao,326,2023-10-19,31
36485979,42143530,Chancay,204,2025-04-28,22
50427593,86579589,Callao,344,2024-05-16,44
33849078,94957149,Callao,325,2024-01-16,35
82428964,95327451,Callao,395,2023-02-17,34
20927692,95960819,Callao,373,2023-11-28,33
15941450,13704020,Chancay,241,2025-10-13,22
38800918,78416436,Callao,485,2024-06-20,32
13928867,53591342,Callao,409,2023-08-19,34
21270763,64853275,Chancay,215,2025-09-26,22
53108786,80235385,Chancay,126,2025-10-15,23
11478619,43793163,Chancay,104,2025-11-15,23
85171653,78464526,Callao,421,2024-07-07,37
36793561,27362668,Chancay,119,2025-09-16,18
71486983,33765088,Callao,308,2023-07-22,35
29479116,37958227,Callao,328,2023-08-31,37
27967441,48151322,Chancay,173,2025-05-31,20
49871317,85802748,Callao,407,2023-10-20,35
63735898,77820402,Chancay,205,2025-12-24,22
76826329,12733535,Callao,352,2024-04-16,45
39451273,44771750,Callao,409,2023-04-03,36
70639220,79707283,Callao,391,2023-09-02,45
19903047,21015955,Chancay,114,2025-07-18,20
30874058,81602313,Chancay,234,2025-04-18,21
53431205,44654868,Callao,394,2024-07-20,36
82264732,10080276,Callao,379,2024-11-20,31
17411633,34819474,Callao,390,2023-04-13,43
56622380,84793565,Callao,306,2023-02-18,34
33826299,83012339,Chancay,191,2025-10-24,19
45222257,24821338,Chancay,161,2025-01-25,20
84379753,37360568,Callao,434,2023-02-01,34
15278766,31850978,Chancay,108,2025-07-30,21
30376274,18044037,Callao,407,2024-04-02,40
73631938,43196819,Callao,371,2024-05-04,34
16902082,77832231,Chancay,165,2025-10-10,24
77621252,18969117,Callao,427,2024-01-13,36
17428962,79648804,Callao,458,2024-06-10,41
79707075,62033866,Callao,422,2024-05-31,31
88375982,93518996,Callao,471,2023-03-31,37
22932458,73422002,Callao,359,2024-03-09,37
33049822,60468782,Chancay,176,2025-08-03,25
98377781,70640210,Callao,427,2024-11-02,31
16655214,68417090,Callao,389,2024-04-17,37
23757759,76657716,Callao,459,2024-12-25,44
28260584,31919249,Callao,358,2023-11-01,36
34910144,11486026,Callao,348,2023-04-13,34
32770080,33744997,Callao,499,2023-08-30,40
10179625,83912470,Callao,493,2023-09-21,44
98774472,95317223,Chancay,182,2025-08-25,19
65390252,93718695,Chancay,275,2025-10-24,24
14835537,29498687,Callao,433,2024-12-14,36
22631195,23125510,Chancay,210,2025-11-28,20
66102023,68244038,Callao,401,2023-10-24,44
16940625,16398345,Chancay,218,2025-08-31,18
55595240,94692110,Callao,482,2023-08-29,34
56007933,54578767,Callao,314,2024-03-06,33
37249710,68406590,Chancay,128,2025-10-06,20
26090031,17160401,Callao,472,2023-12-29,44
79035347,52031322,Chancay,144,2025-02-16,24
43000231,39277729,Callao,416,2024-09-26,32
51709635,52704715,Chancay,154,2025-07-13,22
88305220,95741339,Callao,437,2023-03-03,33
70290594,28776328,Callao,446,2024-06-30,31
13410055,85694146,Chancay,175,2025-06-11,24
98609176,54804398,Callao,399,2024-12-14,43
94738415,63622636,Chancay,177,2025-06-17,19
73321782,27004033,Callao,423,2024-09-27,41
71584615,47265621,Chancay,106,2025-10-30,22
89313796,13062180,Chancay,279,2025-07-16,22
82702610,97297025,Chancay,173,2025-06-27,22
48922475,66327684,Chancay,176,2025-01-25,20
78395279,61033069,Callao,365,2024-08-29,44
71213815,10643098,Chancay,166,2025-02-03,25
52902810,53831931,Chancay,136,2025-09-21,23
82047384,40559542,Callao,455,2024-12-15,35
91227056,29316923,Chancay,243,2025-08-23,18
15510063,27782523,Chancay,135,2025-04-25,22
13714170,50123661,Callao,342,2023-12-13,43
43054276,10622358,Callao,419,2024-11-24,44
77107830,21744778,Callao,475,2024-12-02,33
61958850,92477301,Callao,308,2023-01-30,45
52415572,69813110,Callao,374,2024-03-25,32
85926395,25666573,Callao,390,2023-01-12,38
12595019,81894006,Callao,392,2023-12-08,42
70528735,73574008,Callao,378,2023-01-07,37
78761772,57806521,Callao,347,2024-03-20,36
68025022,26694815,Callao,466,2024-10-11,39
99119149,46845426,Callao,485,2023-12-14,38
19290951,26615688,Callao,400,2024-07-30,37
37156099,14895704,Callao,343,2023-01-31,43
50935765,65452064,Callao,474,2023-05-05,45
38056333,96326487,Callao,457,2024-10-24,36
11751834,85563979,Chancay,193,2025-06-09,19
82857118,39010577,Callao,405,2024-03-16,30
18865922,94352122,Chancay,260,2025-11-24,25
37316942,18602646,Callao,455,2024-03-27,36
64176733,30126255,Callao,397,2024-10-15,37
17734266,30869897,Callao,442,2023-04-28,42
99438938,61252744,Callao,340,2024-08-31,36
62180484,34874017,Callao,328,2023-06-18,34
44962316,96544847,Callao,354,2023-10-29,44
17214809,83269352,Callao,390,2024-04-28,33
53529750,92149095,Callao,440,2024-10-31,30
34694847,70687817,Chancay,286,2025-10-03,20
92022205,65721922,Chancay,251,2025-01-22,21
98630959,56420197,Callao,411,2023-09-06,38
34515458,74953585,Callao,355,2024-08-13,39
35732995,93639888,Chancay,233,2025-04-21,25
97158138,14780099,Callao,344,2023-07-27,36
45866032,35282506,Chancay,105,2025-05-29,25
33335719,81998806,Chancay,184,2025-09-27,24
27970265,22046258,Chancay,247,2025-08-21,19
42290819,44771032,Callao,386,2024-10-15,37
89508137,23338299,Callao,400,2023-05-18,42
67613984,94288963,Callao,487,2024-01-06,35
38528249,26808282,Chancay,136,2025-08-19,24
80085839,64047629,Chancay,112,2025-08-17,20
15194243,96956458,Callao,301,2024-06-05,37
78139226,71353076,Callao,305,2024-08-31,37
27828125,59192073,Callao,324,2023-06-20,44
19046223,60449808,Callao,344,2023-12-14,44
56188835,17905777,Callao,444,2024-12-25,32
95032414,94337216,Chancay,103,2025-02-25,25
31536058,11478296,Callao,332,2024-12-04,38
25640539,77439208,Callao,342,2023-09-05,37
55424437,27406840,Callao,402,2024-12-26,36
76575935,61099640,Chancay,104,2025-11-20,24
15141006,58030656,Callao,475,2024-03-23,40
21601548,93844801,Callao,379,2024-07-31,35
19400286,75659288,Callao,359,2023-02-12,37
76954367,43279422,Callao,457,2024-08-17,31
35696256,35158146,Callao,361,2023-03-24,42
20187267,79887743,Chancay,143,2025-11-21,24
71257658,37444463,Callao,328,2023-11-12,32
81750371,24007668,Callao,469,2024-09-24,40
41572334,91513901,Chancay,191,2025-09-08,21
23533948,40824435,Callao,324,2024-03-03,31
56834282,89179775,Callao,327,2023-05-25,33
90894265,86969440,Chancay,149,2025-11-21,19
77826900,43752915,Callao,465,2024-02-18,43
15444812,29367188,Callao,466,2023-11-15,41
42158306,46968489,Chancay,221,2025-02-01,21
64142670,75837907,Callao,354,2023-07-19,35
10182709,12707933,Chancay,185,2025-01-17,23
86467116,47238515,Chancay,266,2025-05-26,25
17064843,71415530,Callao,400,2024-02-20,30
42493165,24181812,Callao,469,2024-01-31,36
98546033,65512958,Callao,444,2024-09-07,41
80401234,85023550,Callao,486,2023-08-24,33
23401839,14865303,Callao,455,2023-04-19,41
44334804,94383839,Callao,494,2023-02-03,37
93025073,50635933,Chancay,140,2025-07-02,19
42787690,56427649,Callao,471,2023-01-22,40
29770320,75309601,Chancay,245,2025-05-21,24
72924252,95663094,Callao,412,2024-01-13,38
72927509,11790411,Chancay,246,2025-04-22,20
52857241,29052131,Callao,370,2023-03-30,44
96054126,31145371,Callao,477,2023-01-08,37
67130750,13743463,Callao,480,2024-01-01,44
52278810,92415054,Chancay,187,2025-11-26,25
84304966,51591937,Callao,307,2023-03-17,32
79852785,95062968,Chancay,132,2025-11-19,24
13451022,13170729,Callao,406,2024-09-04,31
19399582,54503273,Callao,474,2023-07-23,35
37926116,16969410,Callao,330,2024-03-25,31
25155005,92507444,Callao,389,2023-12-28,30
