Costo_unitario,ID_producto,ID_compra,ID_proveedor,Cantidad
863.62,80988726,88416170,94138961,93
1338.71,10434824,16065603,88940729,75
2486.6,76286668,61952291,47998027,93
891.06,19706032,84585360,31176769,93
1219.33,68346568,76337809,51574353,83
2638.1,91189252,16961859,70834065,59
1333.63,40141185,85037324,51370407,59
1415.72,97903181,16056196,79919651,76
1814.95,17313284,99347931,25296821,54
1115.43,93328053,74738285,87389201,60
1881.25,63813328,30646601,67716389,58
980.96,89765152,63762959,14712312,84
121.97,75832699,68756225,51552441,95
698.05,89052076,67633437,25246226,79
1454.93,78159966,41203712,28982432,86
2799.95,83887705,51876933,99055805,70
262.3,44109631,22423483,65078542,96
915.99,35132253,41656913,57383849,62
834.35,42454064,44726311,45951887,53
1002.85,70164911,29707152,94601016,70
2665.17,14306782,14985619,83083567,81
1523.09,30292458,66090468,92169050,63
2553.38,89190469,32628012,81850905,79
2703.85,47822036,26372542,45084474,51
990.46,56636573,30700900,24437935,73
1797.62,69768641,82018795,74332130,70
619.35,62103361,94307423,73575707,73
2524.4,69016055,39480138,99914553,65
588.17,56999181,62223890,69023754,67
39.93,41862231,64558282,15740239,84
1691.96,23954665,55020460,20777577,91
564.68,48005888,33239016,33402513,54
507.8,45697401,63950810,54163356,61
537.62,91056520,22776684,65189120,77
2820.76,29198400,63192752,52163581,56
2793.01,87629027,97521229,36261935,87
294.37,75365653,76965284,32554013,55
924.77,84438506,67365459,87702183,72
155.41,17606063,35872926,34349109,80
428.17,97380526,32741927,38829779,94
918.27,67650930,53727424,64941174,54
2293.2,23942832,23261703,50144253,96
1817.73,27956420,58720975,91733204,50
2892.94,55681154,15189571,64473272,74
728.54,90536684,77231349,54916532,81
1140.84,74569186,83852778,22498572,83
1448.92,10807880,45045650,95420612,94
536.88,93138669,46156418,85352078,91
1419.08,93846464,74462481,97532412,59
2041.22,62844242,49342082,45823812,73
2581.67,93032557,24071650,82726566,99
254.69,84449526,40278378,70278383,95
911.04,35223414,35015172,42688639,58
780.28,71509169,61747948,73126404,68
1057.83,57604448,52488215,35270219,87
188.62,26251214,85757946,12358866,99
976.24,42872379,12662001,95634383,67
871.89,22266363,76500512,42271605,56
2971.41,92105956,94981157,42116536,75
103.18,76677089,93507224,80287214,93
1540.16,56075432,72672233,66104115,93
2902.66,34459628,69352042,93388901,85
2118.65,84140827,29168751,51323751,69
1449.29,97777982,68848496,72757236,82
977.44,10050124,85137353,45165437,61
421.48,91139306,76812117,37721175,89
1251.87,32170725,80841950,49053691,74
2641.9,85994467,35275583,24497231,50
2097.47,80983129,89704493,86831299,80
1628.48,94993666,48398999,83532899,94
123.81,71816756,14786217,55538107,66
1012.4,66119616,18977250,60385337,100
2143.17,10252151,60231399,32326952,65
641.85,23186751,32089281,86017831,99
1373.23,86195205,56350832,49467033,60
1029.89,30131405,22944679,94221197,69
2342.74,81081379,29785834,99516960,77
19.51,98786261,63739035,26809543,82
935.11,80527193,96206694,11262364,57
2856.27,48741532,46935481,90640158,77
2596.63,59424895,31778017,83423899,62
2244.59,83831208,44484387,42145437,87
588.67,68775843,93806517,89048670,60
844.32,55182872,56011084,12102096,60
2129.93,75904139,57499706,41036692,64
2832.92,85719804,96919689,69410666,84
938.07,41584318,68134733,28745816,100
2435.07,37372328,79533981,41542237,50
2930.53,53602261,60909676,83700465,78
866.53,32865081,40916768,73442360,94
2271.32,79937954,26839748,22950047,68
987.86,37429342,54934326,24868929,91
970.98,87848104,48184620,13360464,74
1624.08,60033451,12642067,80312041,93
1086.44,72009565,86529706,25191540,56
938.54,27361026,33011246,65763700,84
2237.6,58879500,57073873,57773314,64
1367.51,57652711,35687259,76762067,80
2663.15,34987712,85686185,59034275,64
2640.06,81696409,26617863,79799134,77
224.28,26717561,84187886,86645100,68
764.27,87787622,99760494,73309738,57
995.19,57899435,44118661,77000680,58
1346.76,17698533,24794715,72689294,92
322.55,10850078,85947863,72629266,68
1513.42,87139307,11891470,69145150,70
2617.92,75168162,18386673,48155818,61
2886.85,55616137,38013114,61123503,85
2016.92,77088085,25783851,82493922,55
716.58,14851619,75392700,69864747,98
1263.65,29721713,75080547,30029994,94
1297.93,44659119,79012218,54508295,84
2335.03,66783602,37300007,66051418,98
1650.93,59347223,52900370,64321958,64
748.3,53278414,96216360,12689750,72
1610.77,49750958,46675476,44166405,83
635.53,71215612,39758321,98707430,68
131.22,43542690,82950699,85094409,66
2701.37,68872003,18805277,22761160,89
1925.86,34330932,69414698,84291014,58
2727.02,54753368,88066254,24123935,79
2648.18,80034409,75873624,77203838,79
422.92,84556827,70055421,64854613,77
1809.3,34868748,58148769,50068026,77
2982.75,10179748,64151878,18019833,51
686.61,46869829,74086366,83658191,94
813.63,21046311,31974131,94616316,95
2703.4,27808965,18257877,47185040,69
2412.58,18981122,77249053,16996728,54
2891.37,63283098,15316151,62579474,82
1391.52,89220835,34376794,76214692,76
345.14,29911849,43250209,12839504,82
2106.07,56512689,33861663,43655589,84
1038.74,40568499,56667246,49899866,57
810.9,53897090,24937097,32892490,62
2789.05,93399300,95128099,55103766,91
2520.89,86430666,74377329,18100828,65
2892.4,75301925,33171493,97492955,100
2909.55,57040706,50309831,13305403,71
1927.77,77274525,71556940,12700262,79
2808.72,78300436,24544165,86944875,95
1167.91,59031096,27760245,47413862,71
2529.9,30155704,97519923,32375902,61
1235.86,28041074,36050324,31667562,81
2579.73,77705535,51066778,95962523,76
1382.89,28524371,54038191,25409311,82
642.91,94996646,48504259,61540192,94
1864.81,84076039,36265626,43978259,74
2354.08,39438850,63783621,27639206,64
1402.16,43296179,44630364,57224155,89
2344.13,50526256,67070770,68543360,100
2624.02,83101824,76171167,86462190,77
297.09,43555854,29758342,39846901,80
2866.11,42187871,18013773,95135095,50
2509.48,33502193,85874434,46927469,65
217.73,13484471,73324360,24484383,62
2560.46,31303234,83763128,14104783,94
1815.58,64964793,30119935,18721093,60
657.86,56866151,58281550,10329527,96
2975.38,76703170,62145788,91735043,56
723.59,63650706,98103748,40959789,78
1473.74,61335148,90821924,91672722,51
526.89,56359937,81722451,80539322,88
2409.17,71251180,47498451,21863970,82
2799.07,25162922,96002483,84005749,70
1112.31,92001613,53462615,18081773,94
698.04,12416379,32237209,44392469,69
1509.13,79106016,19379643,36224568,80
320.9,84850579,85169501,13627702,70
1167.16,51393738,29631778,25081919,84
1648.6,50670098,46902001,84725127,90
2601.87,59195934,68993451,38300310,54
2630.97,79327066,68573056,10197976,86
494.18,12430748,55508550,90527751,69
86.79,89535281,89799028,68017962,74
2814.42,83743719,93464406,18935297,79
2183.03,54765387,63351959,87391360,91
119.48,85988960,26022535,59624060,85
1233.72,55608683,69988501,35231895,97
823.84,10347762,62735635,63057276,86
448.92,75502119,82441941,52935831,85
2603.19,53254861,42838810,93100367,53
673.83,31209026,54238372,85671447,69
2255.35,47891477,81903860,20166431,55
2511.27,52837706,72993790,79247746,94
1104.87,25813177,33621222,47913894,56
1818.53,75612216,47451379,25950640,53
1803.47,33050056,48635611,22027282,63
231.64,73138211,82341421,93206528,70
2166.13,47904622,39433653,38045124,56
1267.44,76693261,89985456,90974546,58
2927.46,37529424,82791883,11307156,99
71.14,38640413,52693192,93031594,100
2973.41,72094090,61837427,51219891,82
2958.08,94643105,16309665,53447022,63
887.91,58428697,69363283,22883757,71
2322.07,70790918,79305187,32860981,98
1961.94,93030483,87692854,47305744,52
632.0,21623956,88498963,92465890,59
2802.4,60589692,75193469,83808570,56
150.17,20989810,57501203,31908074,63
577.7,25379803,85262657,98512707,57
2197.58,57136432,40578617,46319084,65
2127.8,23953509,62427779,66657119,99
2698.96,95498668,21897975,98328826,53
50.8,76786527,44135706,58822931,89
1175.75,11637444,18463628,21558481,82
1101.15,96563737,10885907,23200130,76
1388.81,68435702,40588766,29574448,54
2830.72,87020098,30975537,54731188,89
2741.39,79072939,63870599,71870971,50
2485.71,26924458,15519652,90059482,70
2947.12,40042285,52090137,16029495,76
1318.06,63537742,65598435,36670094,53
1605.04,91793400,15271480,56640314,97
1781.04,15510544,65446158,24860215,68
2642.13,62692180,33401868,89828713,55
691.36,63474345,35975854,18089833,60
1495.33,55095794,50010175,87515535,63
1325.25,26194839,21908008,95941868,56
2644.16,24366351,61941835,46383398,99
384.61,34794857,55880062,44539873,69
2854.91,59017443,80635478,22428883,76
2210.87,69370282,33795679,62406104,94
2191.02,66126242,53360927,64164903,90
209.07,38810070,67664040,35625682,99
810.59,84896234,87664135,18755839,78
1094.14,90167104,92753966,50009706,80
804.72,71689373,38380439,74131438,74
736.11,94792071,14593988,79586314,86
499.36,38732820,73376524,21229186,60
51.29,87276337,86089961,19103082,62
839.93,26269093,58979769,36454673,64
2976.71,96572994,39753572,53608383,59
943.57,66428445,34479865,10688486,92
500.98,26901927,82226676,45324516,96
1980.93,24138110,62210198,27363300,92
590.63,23627786,92246787,18966523,61
1077.18,57019614,12744170,65357266,81
146.91,63489961,56138949,24305578,96
2194.93,79365140,98192195,99243502,69
1399.6,83096797,99982168,51054049,58
1711.42,52123533,53322857,72042368,63
541.56,32065953,90344331,65016299,88
1791.11,42922650,14828112,80248875,71
513.34,58714098,25518939,43995468,86
355.33,99438435,31155463,46770415,59
1286.62,19233041,28042577,43250107,88
213.51,15401532,57155459,27925335,72
2612.18,13507014,62123221,13518189,71
877.22,85066486,72415338,49202080,77
78.26,56675495,85444214,94764421,69
1742.31,69416897,80226865,92194121,65
2663.77,95137258,62100139,70364175,83
2711.45,35279789,80231473,22712413,63
2513.85,46189630,90904157,34909171,60
1883.52,60058279,52042767,40320502,93
1994.76,67589757,27837162,53307968,86
2773.17,51136505,38757400,90888627,77
2812.42,92919267,33155946,79814603,87
2952.21,39652359,91124459,35625983,89
1525.85,38101630,46112836,17192868,66
764.86,42572025,94314921,78886528,83
2437.22,63272268,45644121,63225019,75
1758.14,70519796,10848576,97791802,88
1345.43,37646150,42929477,31700837,84
2631.1,78209834,64188472,59303857,68
2472.13,33625663,10540033,25353594,73
2604.95,47693735,89458877,78597211,64
823.75,78051562,58430304,69307135,98
857.62,14788342,80509347,70798637,51
28.86,27622784,27758444,34970156,78
1281.38,18195247,30633514,43044265,78
979.81,29963807,73756993,14571119,90
2477.75,46259431,55007398,59583539,90
774.81,30652519,64122241,65626585,96
2925.71,85289196,27401886,15488204,90
2583.58,12737374,64218162,62763579,53
2483.11,22739492,65085145,63429750,53
71.98,96317893,65662299,40097401,60
1039.17,53423386,36077105,61084634,89
1866.86,44572362,46283328,80915819,75
1454.99,10853540,34638120,38825680,60
87.02,31662447,78848700,67243674,84
1318.81,59058097,88863777,64740396,58
2168.09,14011771,22576123,37054350,52
1083.49,73758027,11298149,78998683,92
1354.54,26145103,31815043,60667023,97
1563.07,13597159,22188308,65407171,57
2827.96,96136722,42870658,86429970,66
2087.67,92548224,85162676,98235226,76
1265.45,88993426,60526396,84664258,92
2376.51,55551515,80974200,37292593,87
1304.39,69824777,82577440,69646901,90
181.28,23940492,97801383,22403319,59
86.35,55057492,73649113,20540991,61
762.71,38099356,94200259,69942043,69
1269.24,62214710,74217450,67925727,88
426.59,34897641,95740359,33657976,81
795.93,90186089,48652400,87167906,75
847.34,80461516,20210724,89916873,67
1451.95,36432741,17033724,51200851,52
270.31,34373732,79056565,73949760,64
824.39,62955267,80351496,99435497,59
2847.99,91443308,30060457,58739807,80
619.77,95040722,75238190,76891613,68
491.11,75881950,92299670,77434668,73
1365.06,46664567,98378818,29320671,51
1714.54,94218078,85325551,80603622,53
2124.23,53173136,18906156,20472600,85
641.0,36922957,69432307,42143530,56
648.1,31619066,56164690,86579589,68
977.27,51578382,57963139,94957149,90
2764.13,90118175,34762883,95327451,54
493.66,22622777,10735049,95960819,61
829.13,40738360,90933799,13704020,84
2313.07,35574717,42588937,78416436,82
1959.67,30582333,67601895,53591342,54
1413.69,43709657,49018254,64853275,60
2928.99,68115596,76861526,80235385,71
2987.43,18949605,78788535,43793163,90
921.38,30211162,47476155,78464526,84
394.48,84058765,70179587,27362668,54
234.46,84093369,89247012,33765088,87
2008.21,60282206,20260545,37958227,55
1498.16,48360503,57912591,48151322,91
1390.53,76770602,47267153,85802748,69
2778.88,53527561,58525519,77820402,77
314.29,77491872,84036378,12733535,84
1052.26,98351604,95349925,44771750,74
2877.94,24852291,32028637,79707283,80
2707.65,48528612,36168471,21015955,55
2939.09,70583943,39918344,81602313,51
2656.46,23903585,35034210,44654868,93
2939.45,17819271,47589851,10080276,72
1633.73,64947614,53814774,34819474,62
1230.43,34565783,41334646,84793565,99
2161.05,80600367,97545366,83012339,52
2591.22,36359297,87946892,24821338,60
2992.9,85522094,99978194,37360568,77
2954.52,87627337,50025300,31850978,98
2395.4,78830317,26245296,18044037,70
2199.44,60689067,49287166,43196819,89
755.37,90345195,91313996,77832231,85
955.48,39672244,83475097,18969117,88
1030.25,91051507,57810563,79648804,78
2812.79,27331573,76269831,62033866,85
179.65,62903623,72265146,93518996,91
2906.65,86473399,94005350,73422002,61
831.82,38841506,88851197,60468782,74
2618.96,65504788,56681121,70640210,86
1947.4,27534208,12736261,68417090,91
727.63,37917695,70498788,76657716,60
375.76,23480706,80768355,31919249,86
2416.68,40179562,49122412,11486026,67
356.06,55511530,38407842,33744997,71
2346.95,44157387,70197848,83912470,80
526.19,18006530,75142067,95317223,73
312.63,11355299,67045746,93718695,51
1790.69,76345383,35044789,29498687,62
2407.27,11782106,12592473,23125510,55
291.46,40755408,80323115,68244038,62
439.72,75741505,73950336,16398345,90
1978.88,50525017,69266200,94692110,90
1110.66,70830633,86112614,54578767,69
1213.14,12275855,22075061,68406590,100
369.19,72685589,18522895,17160401,98
1932.1,75180583,88991071,52031322,80
1977.93,61839950,97669166,39277729,52
2692.11,81354662,67499563,52704715,98
592.83,50110824,21561494,95741339,78
245.5,14511506,85718881,28776328,57
2795.32,23952408,24026748,85694146,53
444.49,45006844,25818087,54804398,65
1222.97,89694746,75147383,63622636,75
2311.78,35201106,74083105,27004033,98
451.27,65849147,25704119,47265621,96
1364.18,32392230,31003188,13062180,68
840.77,84208124,29830548,97297025,56
1567.26,84075886,22833324,66327684,98
1072.87,39712315,58099616,61033069,91
2270.05,75953526,50338739,10643098,87
2416.48,73030310,14884757,53831931,95
2681.63,60615491,80987058,40559542,79
2619.02,91102856,28992761,29316923,74
598.63,38534704,60850109,27782523,77
803.27,49731338,39703680,50123661,82
1381.03,36816408,42457387,10622358,85
2771.59,37963129,63349494,21744778,88
2752.29,96395386,98473846,92477301,51
2666.85,29376566,27582663,69813110,63
1863.15,23551901,84132326,25666573,73
2255.55,94690909,41487683,81894006,59
1524.58,22549122,71702780,73574008,94
840.57,49492121,96115512,57806521,84
2124.0,44960468,50368266,26694815,53
1843.22,31057379,24586247,46845426,91
1634.88,80784241,29640377,26615688,67
1468.68,58545331,81363712,14895704,80
401.44,35176025,76092078,65452064,73
2086.19,41568644,39328839,96326487,64
523.43,59153787,93900729,85563979,53
922.64,31593135,22821990,39010577,82
1948.76,79613057,85528181,94352122,97
2071.12,30166787,52611582,18602646,66
1126.0,78579665,41531543,30126255,62
1024.56,12297170,81806301,30869897,78
907.87,64607551,43223541,61252744,67
144.72,11951023,80369943,34874017,89
2828.72,52348752,11890831,96544847,82
872.98,25152557,91174036,83269352,69
1886.41,69904725,69569572,92149095,88
2185.46,53950502,75579791,70687817,59
1366.71,52268631,46978580,65721922,58
1194.89,86823906,35805411,56420197,60
630.65,85251097,41247352,74953585,62
1647.15,24220891,94292726,93639888,90
2606.71,42007825,86813488,14780099,72
1985.85,64518360,95424353,35282506,100
2568.76,48546972,86023436,81998806,73
2642.85,73958306,60695492,22046258,74
2258.75,20675113,69541270,44771032,95
1418.25,18007417,95577410,23338299,86
67.29,71743712,57559951,94288963,97
727.73,37600679,38968183,26808282,78
1885.21,29016972,89578945,64047629,51
1844.73,76213585,51775872,96956458,78
1541.93,99917933,19139845,71353076,84
190.46,42029738,23241352,59192073,60
1593.54,58769955,68403108,60449808,53
2110.98,64835317,24758696,17905777,52
2717.99,90867845,63501817,94337216,85
1696.72,44492118,41965868,11478296,87
652.67,62883177,26051309,77439208,80
57.77,78557887,50753575,27406840,70
2105.18,17080303,10709056,61099640,54
741.26,48684623,19524214,58030656,88
1593.46,98491449,93339009,93844801,56
1816.16,96981593,29266077,75659288,98
515.91,33560589,12814651,43279422,72
2098.97,71723038,16245328,35158146,69
273.93,33873559,59759616,79887743,98
1242.86,12618027,28415460,37444463,95
1237.44,51966427,78168040,24007668,76
2661.71,51914753,97031531,91513901,60
2852.46,88149243,75400065,40824435,77
1856.67,73757494,80806003,89179775,67
720.89,15996752,47304404,86969440,65
2772.69,33239084,77923699,43752915,72
722.67,65225844,42829982,29367188,57
2669.68,46435910,81676144,46968489,87
540.26,92970770,28068879,75837907,55
1068.65,24370058,21751725,12707933,81
167.1,40977988,24299005,47238515,58
1477.63,57594400,31513654,71415530,79
1661.47,10766488,74930176,24181812,71
2256.87,97478133,42894826,65512958,62
892.0,81342157,18864528,85023550,74
2471.24,10812246,50439449,14865303,88
1249.83,49614956,24254247,94383839,58
857.32,31260259,31552268,50635933,57
2150.75,76043366,41804859,56427649,86
1265.52,15187853,68985339,75309601,73
470.47,35961485,96439477,95663094,61
1767.96,83470089,79230702,11790411,70
2875.04,69143545,68044908,29052131,66
1721.15,21291644,99492014,31145371,61
1577.8,25801926,13670463,13743463,95
1774.87,71252953,75921590,92415054,77
1994.52,55750996,66811125,51591937,80
635.71,63017763,24614798,95062968,65
1026.27,14466026,56560716,13170729,85
318.11,82643610,98820788,54503273,73
2685.66,11543904,71838619,16969410,94
731.93,90515350,38627071,92507444,80
1097.19,23364777,43396646,77573118,65
881.7,38537919,90434721,60865539,66
375.54,37571515,18646627,71269097,57
1559.82,47751922,85523700,77871948,79
1781.53,41160050,94509948,60336287,57
639.05,69585823,38123610,92519557,98
2932.58,20373301,47468328,33637881,56
1804.08,18207562,45034221,34301659,62
726.79,28064133,79415167,83155017,77
1073.53,34126199,62431244,87931254,90
1579.79,49576739,72212477,65174499,72
2855.74,42304764,84529233,34359323,93
91.99,52707992,61783991,67075824,91
631.5,30236201,98626279,56866104,79
2940.63,42262079,77871202,34665180,67
2772.62,95844182,73648062,96474035,90
1986.71,39263666,86837903,55170519,73
2868.72,73114432,26016534,74797540,89
1618.28,88098195,81699655,21641416,52
1672.99,48776457,58110587,38702865,62
2712.55,25419572,12343740,96996330,83
990.07,12502591,87835957,65132886,85
751.09,97395213,47403810,20114410,56
385.27,84953401,85226161,10569929,59
93.68,96417868,57622285,31895520,59
1828.66,98665595,52828136,70854719,80
360.03,86210851,38379373,37104571,50
2092.19,69261331,23583771,85716251,50
856.91,34351553,23874567,75054036,93
1679.55,94979222,96329024,40591287,53
2570.15,28543063,42623607,13562037,61
1544.23,17671588,98663478,69836806,96
2378.59,51871146,53345864,52076077,57
1568.19,11456970,12860768,85064194,62
2940.63,56115033,95839931,69089262,80
1011.1,24965402,65304966,90709618,53
171.1,53078984,27725831,16222445,56
1125.71,42422116,95669805,33599278,66
2734.97,17108088,14139540,83279829,59
1190.12,14786014,27320142,42859598,91
2358.9,33657562,93068728,23559368,89
601.84,42009428,88486152,54055135,85
1472.97,86727200,33856786,97539337,69
1684.91,38944500,29541729,24566040,76
2650.93,52980676,88897725,87432258,90
252.0,22544981,61310352,53295878,97
506.68,60255394,97275932,75204987,97
726.5,40850740,63073807,80144593,80
347.16,34619251,85392676,74192245,97
1077.53,74643746,37944032,13466692,84
245.45,99202596,72792361,11151876,96
1298.52,57431442,89469432,45039886,87
2165.53,62887122,37404825,31124473,79
55.34,60205052,91674633,11020027,57
924.3,46589239,40074163,87802796,74
733.07,29171909,56061231,35627702,100
866.2,16575241,37617457,73532160,84
2504.4,68959975,88208105,34216936,82
2442.37,27002418,83928817,41587468,83
1515.87,47160501,96720612,44603409,79
735.81,24848710,74497478,39728471,98
970.17,86565323,13562382,88719344,95
1967.57,21939598,31095227,60830488,73
2946.05,56264915,54453530,57384616,54
1123.58,86044303,86654555,45966387,75
2885.34,28727584,75338900,52512289,97
1823.46,56217409,75976986,94306104,60
1470.92,79999134,84106164,72628229,98
300.56,34019888,17752152,57629656,66
2737.01,51556984,30580771,39118017,84
1013.22,87339442,67639794,14830412,97
2911.99,48586336,10215861,52563537,86
2138.01,85944840,38918188,99322294,88
1601.04,60597115,45312449,73956396,68
2170.78,31059157,19650549,94501010,86
2797.35,68012465,79014162,83272456,74
1334.02,77452692,57798333,31444163,54
1879.59,84575722,98425130,54348760,54
1470.71,45041698,44269628,75730277,52
2208.9,77915532,73868391,15724965,77
2230.94,95075400,13443451,36278130,74
634.51,64315782,75335858,38536260,93
827.25,87691018,46407698,66003976,68
1983.46,96179046,93074842,81418936,95
2372.35,28863597,86128432,39755926,55
322.3,18282589,30390572,82677602,77
707.68,29938370,61388329,48176648,82
1383.32,37272799,52933496,47588552,92
458.09,34309771,80481411,93446104,56
2403.31,87068629,74563508,52218565,90
1029.69,26891283,97455543,70621180,74
2520.9,59283202,62232815,62565204,61
1737.85,51345510,53082912,38515759,90
443.57,80293723,79523269,78563063,79
94.3,79928303,38372929,59540357,71
2814.63,47154029,23774232,34964601,80
1153.59,94961863,51321812,23796518,63
2165.68,51403726,99574505,55896292,95
723.83,65496179,63840675,37780782,82
1842.44,69326176,69755434,13019727,92
1099.92,86009648,10523870,66030211,95
825.78,14854588,82731804,11405883,69
673.75,42658761,76638605,22413870,88
1052.67,11458008,23440145,16662379,52
1713.87,64084988,27993407,79775097,60
887.18,83728639,91046041,53617253,95
1083.45,17816869,36196461,35325102,78
1064.84,48581959,78118069,33483982,59
2048.57,57796840,32807465,47530872,96
723.74,35204941,73490221,63603172,54
311.6,33168655,75838965,18813486,72
2712.63,30511351,41288151,56984450,71
233.81,65887247,21336198,80624475,63
975.33,51204330,63346358,45777946,99
2966.01,85091034,93602284,49254437,84
1478.67,51541157,65696059,38270651,70
1467.8,22966151,59127152,23745979,77
229.8,50532362,61987012,21235099,81
227.19,75625591,34304733,72056583,98
1366.43,59038260,94735977,58981505,70
2870.06,94017860,54595269,98874436,96
2559.09,41776995,92528532,28471472,86
2084.83,35082542,84225255,77499825,81
2944.45,54045234,57685991,39872536,84
2792.64,19068998,27719423,36235011,78
1497.15,51557616,73979715,39279113,75
1247.93,23006944,33945939,61708818,85
2066.7,51800535,18663848,77293365,87
2474.74,14702796,27237547,11462899,61
1774.04,31928229,60603385,45758628,66
1250.38,49995014,63447393,56732868,72
724.15,93880001,56780916,46352756,57
2062.79,39078705,17599627,41888811,54
1461.99,87803860,68649146,70402045,51
2537.12,75140902,72265450,38735138,72
2365.14,18031113,58704883,85103243,68
1701.01,60684283,95240537,82513560,95
817.16,70069011,97893696,87366679,82
616.1,85532399,93040701,81871134,60
1518.58,99098723,53575973,23094984,86
1265.02,87975910,53820570,15608374,71
2612.43,44375545,48177085,66619921,98
1156.29,95722184,71542499,94569057,92
807.28,80964403,68503046,56955969,99
2112.5,43429977,76669109,95920598,57
1928.86,75887385,53703015,61444495,75
1080.3,78249920,17209089,83831429,75
2292.36,31155541,40022489,21843090,69
2511.51,11222982,79254192,81676047,72
385.87,46067715,80165806,46347138,77
1504.01,31731157,86596298,39906057,52
