Costo_unitario,ID_producto,ID_compra,ID_proveedor,Cantidad
1319.35,35217986,93209353,75607894,98
358.49,90484577,32654563,28510672,56
2956.69,51808130,75572043,81373561,75
1114.56,59679362,47042760,62138671,96
232.2,57895691,22827653,79565989,71
2583.6,48860042,65870765,79244820,57
139.14,27618360,53847749,88773408,66
1134.27,69879484,75772240,21548774,65
312.44,11708457,25792028,13522822,85
2861.48,59291473,25739498,83481405,73
785.12,95958023,90108108,13122310,65
1051.32,77051416,42863068,11779686,62
1699.89,21303835,76339729,94138961,80
181.34,90030317,37142370,88940729,53
2956.98,80098940,89813725,47998027,78
350.6,11527917,10626728,31176769,58
2643.8,55633041,77594186,51574353,51
1493.45,54559080,11022139,70834065,62
213.36,35005078,72620516,51370407,79
1552.49,83845210,66370773,79919651,80
2428.22,44411968,90382041,25296821,82
2325.66,81122301,89091569,87389201,88
2023.1,26234735,64351872,67716389,84
2561.63,29297908,98443983,14712312,98
2549.1,56405214,16303637,51552441,64
2717.7,89781593,54015590,25246226,50
460.13,56799444,63869852,28982432,59
2307.21,71666409,10774903,99055805,95
1914.11,49049654,39230130,65078542,70
1751.65,27848995,42234650,57383849,84
2982.8,91755526,64122164,45951887,97
1778.67,79400838,84860457,94601016,78
2173.55,64646980,24854760,83083567,86
757.57,69831571,52801165,92169050,62
38.44,99086816,35965529,81850905,51
2151.9,75168433,12229714,45084474,71
2553.13,75503078,56159561,24437935,68
2245.68,80873069,96523640,74332130,93
2423.78,11661263,66678197,73575707,87
130.19,25502579,57867720,99914553,79
2885.05,30040709,69724838,69023754,96
955.15,33548597,64045717,15740239,92
2442.65,63419022,35448986,20777577,57
1153.15,97322615,64015971,33402513,92
1186.6,57179620,44353617,54163356,52
2754.89,87986268,98645438,65189120,85
936.87,94551734,11580269,52163581,72
2888.8,22513330,63569173,36261935,86
986.96,34289131,67724593,32554013,71
583.4,82698917,98567368,87702183,91
1384.12,70660156,13141539,34349109,54
1739.21,34766145,15969714,38829779,88
343.52,66903432,13002350,64941174,81
2614.07,89849655,35975363,50144253,99
369.92,12817848,68399104,91733204,82
2808.24,46589459,55804209,64473272,96
1090.27,80857419,48395701,54916532,64
2829.53,68546529,98075009,22498572,54
1726.3,87070018,16654589,95420612,74
2471.09,57317753,83728289,85352078,81
1061.76,43712651,84738040,97532412,98
1453.45,14774781,53595103,45823812,60
1531.79,13615792,18615179,82726566,64
2287.45,81645268,30592194,70278383,53
721.85,29058259,51942110,42688639,85
1221.96,14293591,38168511,73126404,70
1634.18,69140139,31242214,35270219,73
613.18,95240551,62222939,12358866,83
2351.01,76511136,68856064,95634383,52
1572.89,49514734,93395031,42271605,77
2323.98,13341518,57834918,42116536,94
2173.42,60686211,42398529,80287214,80
1335.48,70281660,43829437,66104115,59
2414.1,64287147,92599516,93388901,60
1732.71,21062468,60561111,51323751,54
2296.02,49449971,13996593,72757236,92
231.28,31482734,83972497,45165437,92
2320.42,30917115,82546059,37721175,77
1299.18,99926839,35364547,49053691,54
2244.7,27832609,64445286,24497231,86
2419.38,46609497,32160793,86831299,87
2231.55,21253319,62565759,83532899,79
595.87,77688863,79866604,55538107,51
1422.11,41732520,25991753,60385337,86
2822.88,41718092,10714109,32326952,64
839.25,54010760,32180521,86017831,55
355.1,47294389,21355709,49467033,54
137.3,24420892,36837532,94221197,98
2289.18,69020444,75605753,99516960,68
516.6,91475792,92310599,26809543,59
577.52,31926959,43358795,11262364,73
896.85,99221816,31689330,90640158,66
2702.56,20665169,25363394,83423899,53
2951.93,99907237,66709952,42145437,68
2404.76,15909174,31888935,89048670,98
1414.48,68269699,99237746,12102096,54
1784.7,32521254,95815773,41036692,66
2882.63,91041088,93000256,69410666,80
777.07,44009185,40996375,28745816,99
214.8,13995604,37745635,41542237,54
2405.73,71722159,78976833,83700465,99
184.87,90067734,12349919,73442360,80
561.49,76823026,39463651,22950047,53
743.38,79908530,39453252,24868929,82
1920.35,99073314,97203091,13360464,87
2818.71,26514049,99064618,80312041,66
635.35,44301810,25711795,25191540,58
1651.2,14580824,80457321,65763700,98
276.91,99883796,88757947,57773314,57
421.28,91624016,62939503,76762067,55
1829.29,57671312,14914345,59034275,86
1573.13,65971990,99539222,79799134,61
723.72,53070454,85084269,86645100,82
2084.04,51346280,84348820,73309738,90
421.33,46308931,18155089,77000680,68
353.01,20327670,37806749,72689294,77
503.22,87130464,23453299,72629266,54
140.96,41699067,12379101,69145150,90
2893.75,61673155,69631089,48155818,96
2443.74,69865559,34913059,61123503,88
207.28,43255562,57505635,82493922,81
1812.39,39000132,41711338,69864747,60
54.56,26527315,21530751,30029994,71
230.49,14671209,89483297,54508295,64
2287.32,93596636,60549299,66051418,51
2985.67,67733303,50078229,64321958,72
2981.45,29504297,88540797,12689750,63
720.81,50541447,75119232,44166405,96
1316.04,71867278,13591779,98707430,85
1262.28,83346065,45311437,85094409,61
314.14,26645231,42756248,22761160,81
977.31,27868604,38381501,84291014,96
322.44,39104258,86545221,24123935,94
1424.27,64359416,75337823,77203838,75
1629.37,24557593,58232157,64854613,100
227.34,87505178,44333005,50068026,85
43.6,40008121,65436322,18019833,67
626.11,36065035,27064506,83658191,92
667.55,15079931,64016012,94616316,52
2776.14,64838218,24108279,47185040,91
1893.93,97385615,21770502,16996728,61
305.18,54030817,13484062,62579474,78
2421.89,36854859,20834515,76214692,89
2636.8,81489842,50724728,12839504,80
1754.76,68655731,70116045,43655589,65
1563.39,41600578,33495373,49899866,54
2713.54,59563066,92801140,32892490,95
231.12,97487371,42336550,55103766,66
2612.42,71790146,19074689,18100828,63
2199.23,64113471,20456402,97492955,92
1965.79,99744460,60513089,13305403,85
2138.3,40733292,67350608,12700262,78
266.51,28946879,73546927,86944875,92
2662.88,19979734,23125363,47413862,84
2610.74,73449005,20498487,32375902,53
2747.32,70568383,31003379,31667562,74
2989.21,16237643,91459692,95962523,50
2053.34,99337431,80469955,25409311,61
1525.54,31214573,93690035,61540192,85
35.08,87719323,39176455,43978259,89
1302.63,96979546,29457380,27639206,63
2182.52,93022394,68606217,57224155,84
829.24,90299005,23671503,68543360,57
1851.73,10748209,92095889,86462190,61
630.05,63630588,79360095,39846901,79
905.86,26212092,21108502,95135095,75
1410.26,82354614,68791740,46927469,88
1229.93,98527859,95221595,24484383,69
1924.63,29220222,27878723,14104783,73
14.98,92943874,84636560,18721093,56
1028.96,94673013,31569138,10329527,88
2047.13,28132587,59974339,91735043,88
932.48,53019114,46932698,40959789,80
529.45,66089470,56731617,91672722,94
450.65,60142531,98861448,80539322,74
1782.78,74807557,84742062,21863970,63
2232.05,17259942,69058254,84005749,91
2865.13,66655180,23985297,18081773,77
997.36,60673597,50828783,44392469,53
1159.31,58105686,28066405,36224568,81
404.29,47808935,25277310,13627702,55
1901.75,93253692,84163675,25081919,60
2198.52,54639138,24105001,84725127,90
2663.74,35818793,87313838,38300310,57
98.31,39555084,93765778,10197976,74
2135.76,84051379,73584359,90527751,70
32.53,99222734,65237620,68017962,96
2345.31,80280940,69671911,18935297,58
1063.59,87976665,23302805,87391360,85
1207.94,44506711,31426517,59624060,96
1736.77,96426419,85029833,35231895,66
1385.09,57236484,70363479,63057276,60
647.96,69071141,72357258,52935831,69
2963.79,91258411,59059270,93100367,90
1201.07,22867121,88992155,85671447,73
2700.12,87862614,65544291,20166431,73
2878.27,11183062,88581361,79247746,63
1456.44,20455507,79372874,47913894,89
658.51,13530060,40838376,25950640,100
2557.53,63683875,69433312,22027282,78
1329.0,54327383,61725719,93206528,92
22.9,15143043,52582841,38045124,80
2907.43,62738917,92734861,90974546,100
2288.43,54952758,74197687,11307156,59
894.8,47057354,45224598,93031594,80
2291.07,55002123,41933798,51219891,72
1463.61,97029646,47622545,53447022,95
1332.38,21431955,97905074,22883757,78
1667.76,44794276,86166110,32860981,84
427.27,88988563,59783240,47305744,87
1663.12,85503112,79887380,92465890,50
1526.76,25816509,23346181,83808570,53
1237.84,53406356,31166507,31908074,57
1669.8,43544229,25129370,98512707,88
1946.21,46591597,90745333,46319084,62
1157.68,28881284,59711479,66657119,79
2179.18,50636586,85084580,98328826,84
1797.16,64937201,27648584,58822931,80
1052.68,25784075,60104360,21558481,75
380.46,19458576,35826445,23200130,75
184.53,59368136,53651137,29574448,54
2047.06,61595200,17853713,54731188,92
32.26,66923695,85452142,71870971,83
2320.5,88923073,33050733,90059482,98
2451.23,27457593,38954089,16029495,72
1380.74,43047397,84229529,36670094,79
2740.61,98855854,62654138,56640314,86
213.18,60068385,24284728,24860215,83
2285.85,71862141,65544425,89828713,71
2707.96,68884172,13152372,18089833,61
1277.38,60969472,43405059,87515535,63
2389.46,34078848,16393088,95941868,77
830.8,66178849,44636508,46383398,76
2149.76,75339207,66371983,44539873,66
309.28,30564952,60674956,22428883,53
1110.41,78257608,76139587,62406104,81
1872.02,97443213,96237200,64164903,69
1335.66,63013416,79430628,35625682,51
1665.22,12303367,42260476,18755839,68
1954.27,89734245,14132563,50009706,63
687.09,92227327,49567734,74131438,76
1055.37,11079025,27744458,79586314,99
869.91,37857165,56681613,21229186,98
1894.38,59737357,44134792,19103082,68
1288.4,33655478,58551212,36454673,100
1734.24,46640273,20549191,53608383,96
2856.71,22297639,48377117,10688486,77
449.14,77722215,19583240,45324516,84
1298.21,92332132,99014333,27363300,86
1867.54,49889902,75605592,18966523,51
441.88,33829957,21888733,65357266,87
1956.81,64871861,27148653,24305578,96
2151.47,16933105,96128600,99243502,58
1243.44,71880254,46936016,51054049,54
2315.93,65598761,52271424,72042368,86
1750.92,55731671,46662540,65016299,100
2048.94,22922574,59265159,80248875,82
728.09,38719365,49030234,43995468,71
2956.81,79895415,73894505,46770415,50
2239.14,63655927,42029535,43250107,85
588.91,20286131,30617855,27925335,69
1314.29,44427763,24728266,13518189,70
488.45,37398638,94907855,49202080,83
1855.72,24273123,21381396,94764421,88
132.88,74457896,78500749,92194121,50
899.1,19350708,19524202,70364175,61
1819.7,94403191,22709883,22712413,94
2603.9,74486792,42154442,34909171,88
2297.0,58626394,63198472,40320502,50
2883.51,34622133,34721317,53307968,67
2631.13,55946107,79760097,90888627,78
2629.18,95763579,77575951,79814603,87
1905.74,87803411,29983250,35625983,73
2131.88,51946051,84620091,17192868,98
853.49,90803841,58665556,78886528,69
2919.38,72483868,90134062,63225019,77
1677.64,47267872,54165151,97791802,66
498.28,57440829,23434517,31700837,71
2868.15,73232541,82889582,59303857,52
1322.1,65756016,94637873,25353594,82
1272.36,65768999,62402574,78597211,84
986.8,82870565,27812542,69307135,60
2814.82,97043545,21671836,70798637,93
2996.48,28166339,93168214,34970156,88
1390.99,58346170,65541991,43044265,58
2654.47,99769553,45959212,14571119,81
78.3,23671680,10600551,59583539,71
2378.37,46389964,45561857,65626585,72
1730.65,82452042,34897762,15488204,68
1638.13,53132372,50873723,62763579,94
1577.92,29881515,75219486,63429750,97
1237.22,60043850,88873907,40097401,59
2023.22,77183834,60785986,61084634,93
715.34,90192464,34258279,80915819,87
1595.91,61578277,88363163,38825680,88
1704.05,14885446,67948629,67243674,84
1483.48,55580278,49889968,64740396,70
1983.56,83537323,41321772,37054350,92
534.62,51447287,21372809,78998683,93
615.53,40114033,94324569,60667023,86
1509.52,64061840,40143251,65407171,94
1361.75,28115291,30037534,86429970,88
2035.26,18563506,17868624,98235226,60
2030.88,35145339,58351817,84664258,56
896.36,11078117,66401538,37292593,97
940.4,89781134,38106265,69646901,80
863.66,13189177,11791373,22403319,92
291.48,73266798,80725364,20540991,60
200.9,76232292,83450931,69942043,60
1650.15,42026743,33873414,67925727,96
2718.08,35234429,91698607,33657976,99
2701.4,95547272,26620951,87167906,95
1954.55,94158429,74951047,89916873,91
2557.67,71086650,20843204,51200851,73
1690.75,78842379,51579843,73949760,91
2573.92,46271707,97663718,99435497,51
548.09,12668117,31350064,58739807,57
672.78,38628550,54240104,76891613,100
2941.95,92881733,93679316,77434668,77
1570.67,58473851,44592363,29320671,86
932.13,81706289,47469751,80603622,86
52.23,97272747,23995512,20472600,50
149.85,83349980,36485979,42143530,87
77.96,88638056,50427593,86579589,94
1313.24,97401253,33849078,94957149,82
124.28,91401327,82428964,95327451,100
92.9,10905234,20927692,95960819,77
1040.02,63548837,15941450,13704020,80
2528.08,32640001,38800918,78416436,89
1198.03,21013486,13928867,53591342,58
1791.34,37258875,21270763,64853275,70
476.45,59356221,53108786,80235385,93
978.55,81258465,11478619,43793163,92
2865.9,40961977,85171653,78464526,68
2141.33,52395416,36793561,27362668,87
2933.66,32085304,71486983,33765088,73
269.67,75402110,29479116,37958227,80
1695.39,27803009,27967441,48151322,69
2761.98,62946568,49871317,85802748,58
2875.34,79703770,63735898,77820402,77
227.53,89756415,76826329,12733535,79
606.1,53243042,39451273,44771750,63
10.74,26230162,70639220,79707283,91
2577.34,80703401,19903047,21015955,71
1820.59,30266904,30874058,81602313,76
2948.55,86787146,53431205,44654868,95
2250.36,23376325,82264732,10080276,100
1394.29,58717155,17411633,34819474,92
44.74,49271608,56622380,84793565,63
2946.12,52163975,33826299,83012339,50
875.57,41675927,45222257,24821338,72
2745.23,87267105,84379753,37360568,61
2368.88,80005484,15278766,31850978,91
2639.58,59624149,30376274,18044037,98
1799.61,94564649,73631938,43196819,50
2780.4,63663464,16902082,77832231,89
381.79,68675457,77621252,18969117,95
996.14,70658116,17428962,79648804,94
1547.12,26798546,79707075,62033866,56
2383.7,38586087,88375982,93518996,90
2943.36,92608549,22932458,73422002,88
1877.69,52027180,33049822,60468782,69
2466.03,94678890,98377781,70640210,64
2397.42,45749369,16655214,68417090,63
1607.71,20020854,23757759,76657716,66
2215.7,53290574,28260584,31919249,93
2981.2,88588805,34910144,11486026,58
2292.29,25573181,32770080,33744997,82
1203.11,30505660,10179625,83912470,76
2036.54,98703260,98774472,95317223,92
2431.79,94105214,65390252,93718695,55
193.68,14256906,14835537,29498687,83
1481.36,99590447,22631195,23125510,71
2866.04,78661819,66102023,68244038,99
2998.19,68308393,16940625,16398345,81
2832.22,58004475,55595240,94692110,55
84.17,97873328,56007933,54578767,56
2005.68,42412070,37249710,68406590,74
751.96,55138841,26090031,17160401,74
1049.51,32238178,79035347,52031322,67
1561.13,93487063,43000231,39277729,57
1361.92,70251486,51709635,52704715,93
196.18,67646447,88305220,95741339,90
2469.27,79261987,70290594,28776328,75
1921.0,31891587,13410055,85694146,90
1075.21,54171311,98609176,54804398,69
2022.33,92917478,94738415,63622636,100
524.26,53753185,73321782,27004033,57
1779.13,37430867,71584615,47265621,58
1013.99,41540390,89313796,13062180,73
1700.6,83427960,82702610,97297025,100
974.07,63116629,48922475,66327684,94
1853.53,10027439,78395279,61033069,62
1637.71,92557609,71213815,10643098,55
2883.43,54403724,52902810,53831931,81
2299.59,54468375,82047384,40559542,74
1055.35,97878999,91227056,29316923,97
2645.9,98531450,15510063,27782523,79
581.8,35406478,13714170,50123661,72
1358.95,22926032,43054276,10622358,99
1699.5,44044244,77107830,21744778,64
1032.47,52204024,61958850,92477301,52
458.51,55327284,52415572,69813110,90
405.34,24933796,85926395,25666573,69
2081.09,94313468,12595019,81894006,88
1513.83,54151816,70528735,73574008,65
1403.41,68895804,78761772,57806521,81
507.76,67385097,68025022,26694815,61
2650.25,12668128,99119149,46845426,80
2938.53,77271936,19290951,26615688,82
1592.15,33069911,37156099,14895704,90
234.49,34657698,50935765,65452064,51
772.14,40217632,38056333,96326487,53
1273.21,93665509,11751834,85563979,89
661.05,86628908,82857118,39010577,52
1002.98,96249351,18865922,94352122,100
412.38,44321836,37316942,18602646,70
1949.59,26015640,64176733,30126255,88
1061.63,87675116,17734266,30869897,59
1798.8,56419788,99438938,61252744,73
696.75,39338428,62180484,34874017,94
732.48,17260329,44962316,96544847,86
2890.84,15149581,17214809,83269352,86
2867.55,20623038,53529750,92149095,68
855.02,85837544,34694847,70687817,73
2200.44,83397467,92022205,65721922,64
2441.39,69648904,98630959,56420197,97
968.76,84472023,34515458,74953585,92
808.84,89438624,35732995,93639888,93
2542.53,39683663,97158138,14780099,63
895.61,88558568,45866032,35282506,90
1735.98,63948977,33335719,81998806,94
1287.95,61385879,27970265,22046258,52
2158.44,11469629,42290819,44771032,58
896.99,80557550,89508137,23338299,53
2162.35,76351295,67613984,94288963,81
620.12,99421278,38528249,26808282,65
1625.92,26727645,80085839,64047629,66
2506.05,80152210,15194243,96956458,63
2434.97,35287493,78139226,71353076,96
571.7,22053049,27828125,59192073,56
820.3,69130480,19046223,60449808,84
2141.07,12751297,56188835,17905777,83
24.34,72559810,95032414,94337216,96
1794.93,14858135,31536058,11478296,95
2549.25,72800090,25640539,77439208,75
596.88,46473341,55424437,27406840,52
1321.15,68022025,76575935,61099640,93
1818.91,48461240,15141006,58030656,67
2693.17,13203083,21601548,93844801,89
1619.49,91180193,19400286,75659288,51
2566.38,17303654,76954367,43279422,75
2010.82,70213794,35696256,35158146,60
2644.43,82996393,20187267,79887743,55
2038.37,98097599,71257658,37444463,95
86.08,67996687,81750371,24007668,61
2452.41,47826259,41572334,91513901,55
2904.73,46044114,23533948,40824435,70
2140.35,50342103,56834282,89179775,62
687.71,98974463,90894265,86969440,87
2277.19,84390341,77826900,43752915,69
2020.98,57116314,15444812,29367188,57
1758.72,50694587,42158306,46968489,51
1034.36,44056889,64142670,75837907,61
2224.2,21140939,10182709,12707933,77
163.45,51909799,86467116,47238515,63
2006.77,16875100,17064843,71415530,54
369.18,12950324,42493165,24181812,64
1839.49,71886202,98546033,65512958,93
2592.69,59216497,80401234,85023550,94
1480.67,26090294,23401839,14865303,95
2335.96,58694418,44334804,94383839,86
188.6,28371698,93025073,50635933,81
2413.9,75241893,42787690,56427649,82
231.23,53535329,29770320,75309601,59
1825.6,69164417,72924252,95663094,87
1604.31,20600320,72927509,11790411,82
2602.99,87093526,52857241,29052131,56
968.75,56035828,96054126,31145371,90
2852.09,39510507,67130750,13743463,89
1349.85,44092074,52278810,92415054,94
66.25,72716363,84304966,51591937,70
232.53,89753970,79852785,95062968,95
1746.25,32139694,13451022,13170729,51
529.34,88814144,19399582,54503273,73
2364.19,68332100,37926116,16969410,55
2588.61,66101126,25155005,92507444,96
2938.09,39964688,67910010,77573118,95
2014.76,53126199,33889148,60865539,62
1981.63,96322202,14751003,71269097,91
2137.28,72493577,63205638,77871948,58
1300.38,34450185,52972997,60336287,67
903.52,99523345,31657160,92519557,83
1930.25,20349894,75294010,33637881,51
1824.29,68693416,75537289,34301659,80
2011.3,58678644,80047328,83155017,72
846.58,24123960,51248068,87931254,95
2850.01,50380577,13598860,65174499,63
1038.06,65334527,82052660,34359323,66
1276.05,57889955,43256535,67075824,53
623.62,17584605,18065040,56866104,96
1087.39,56221714,95627466,34665180,65
357.09,41065593,99585178,96474035,88
927.22,47673773,77075292,55170519,61
974.93,93340628,58855192,74797540,87
1065.49,38216172,36741916,21641416,81
2680.28,19885715,85575560,38702865,51
1466.11,17580860,71117589,96996330,98
1276.41,19484720,95325245,65132886,73
1209.19,96974338,99092407,20114410,91
2587.55,45622765,20518551,10569929,94
2313.38,70926779,47169545,31895520,87
848.28,49143816,72149393,70854719,86
602.3,93104026,54740827,37104571,59
1813.7,32532962,99299873,85716251,86
1085.93,78863045,32509597,75054036,51
1973.66,47831718,90850600,40591287,96
2016.64,28887907,31995469,13562037,77
2665.02,78872785,95614521,69836806,71
772.54,23364323,98699373,52076077,52
238.3,75198971,85294049,85064194,71
2842.67,90599162,29658391,69089262,70
1562.33,88149304,95872014,90709618,69
306.01,37740552,39901045,16222445,70
1523.14,13820014,82030778,33599278,56
2566.06,46262717,35088399,83279829,70
260.08,68322808,77601945,42859598,90
1850.01,66548551,97121977,23559368,97
104.52,90358154,12446718,54055135,54
2794.04,71235658,63931836,97539337,55
995.34,33818558,67501691,24566040,54
1829.23,70994442,47051309,87432258,69
247.27,26944110,30073974,53295878,100
1181.53,69349324,38234037,75204987,77
2951.38,99637065,57308211,80144593,64
2152.67,92441675,30466653,74192245,84
19.29,55719122,64586906,13466692,64
987.9,97578265,39731789,11151876,75
1220.32,15819297,87653917,45039886,59
505.16,63053086,62155749,31124473,76
1248.51,12105772,98740633,11020027,87
853.75,81543283,56126032,87802796,71
787.99,33768340,94383238,35627702,60
941.08,11047762,16431486,73532160,87
467.57,68459174,15059231,34216936,67
1473.4,17628713,80965529,41587468,78
2947.36,93373972,47289307,44603409,74
2365.54,67986818,61851307,39728471,76
1378.82,61421747,74190989,88719344,75
1884.21,99882913,50706636,60830488,89
1673.82,44653889,71157435,57384616,99
2500.52,64126814,52632702,45966387,89
895.59,52380707,29069721,52512289,60
486.17,37502392,49651477,94306104,52
265.78,78008163,16670096,72628229,74
2003.18,94704573,92464846,57629656,55
1721.07,43652235,39447225,39118017,51
2011.86,13912338,14660835,14830412,59
1732.43,35111414,51309037,52563537,85
1719.33,29606511,96934132,99322294,89
2904.56,74301239,46314815,73956396,95
1631.2,60402332,56627998,94501010,79
2458.08,59352486,66034299,83272456,89
852.84,90106264,90807192,31444163,76
2604.06,87162947,25700371,54348760,67
167.05,25500028,37809451,75730277,72
175.35,17954304,48337191,15724965,93
1173.96,82698788,56791403,36278130,84
1937.62,37168444,89821650,38536260,92
269.13,15959444,24444723,66003976,58
1726.11,15806629,80145166,81418936,99
933.2,88125425,56668027,39755926,68
2329.85,15527681,62969888,82677602,89
192.95,30065817,65870451,48176648,97
2545.38,36796598,69611912,47588552,88
1419.79,11668442,20438514,93446104,50
350.52,82644193,45531265,52218565,95
24.23,75639759,96973820,70621180,62
1969.24,27480441,81158268,62565204,59
832.22,24199772,90207293,38515759,59
2995.62,45807043,98541021,78563063,94
1610.47,35306614,37036727,59540357,86
1457.53,21903576,97102505,34964601,88
2319.96,91222615,71176862,23796518,66
2630.61,85645505,30001527,55896292,83
30.42,63238902,27762752,37780782,97
1057.68,31476307,62529768,13019727,54
2015.03,39621462,77629641,66030211,86
972.07,70590964,96709852,11405883,62
2645.01,14199482,77413726,22413870,100
2074.15,28434411,43342563,16662379,84
1427.05,72461897,16760415,79775097,88
912.0,62680923,72844163,53617253,92
1385.03,87869897,59677790,35325102,64
54.1,79487415,13041692,33483982,65
1028.06,50846979,25415039,47530872,71
1531.57,35285549,48487860,63603172,78
2588.25,23596398,70969337,18813486,70
1514.18,71008662,98295735,56984450,57
561.83,16828331,13316863,80624475,87
494.95,45013071,46587146,45777946,56
1568.4,18963350,29993848,49254437,77
275.44,70474972,17076181,38270651,58
1218.79,35847795,10743695,23745979,81
294.14,88296690,52525503,21235099,63
76.09,53611231,11213089,72056583,76
2891.33,83675043,32191980,58981505,68
1384.95,59946025,49407297,98874436,83
1198.73,27008578,27749401,28471472,51
2159.32,57224073,33538383,77499825,63
479.69,86578101,69185227,39872536,70
762.07,35707200,61832398,36235011,59
1784.76,37495316,23458524,39279113,96
277.24,51934113,41085522,61708818,60
2222.49,52991716,24962471,77293365,66
2297.32,92009675,89506008,11462899,63
1115.52,35379289,40803341,45758628,73
1922.87,41205056,88790855,56732868,71
1073.92,93724557,23176891,46352756,56
740.07,11524977,23255846,41888811,82
127.45,66725050,86223793,70402045,78
92.36,81782109,62277305,38735138,53
1069.73,94527509,56462474,85103243,85
1872.49,71613096,70967724,82513560,52
2444.47,43865977,64418829,87366679,94
1715.27,96044592,25557961,81871134,64
1577.65,42592838,32188420,23094984,60
505.55,79775297,44861077,15608374,76
240.95,85346478,57939855,66619921,62
555.56,64173988,67706256,94569057,72
2414.94,31077352,60732459,56955969,59
1980.64,40771794,57592200,95920598,79
940.32,25715727,82264861,61444495,72
1380.19,77835238,20457924,83831429,84
2851.18,59915336,52812066,21843090,73
456.36,28105599,82771691,81676047,50
2051.68,97584179,82083966,46347138,66
1943.6,41521867,63577997,39906057,78
