ID_PRODUCTO,PrecioVenta,Impuesto
22513330,3755.44,456.74
34289131,1283.05,175.45
82698917,758.42,114.75
70660156,1799.36,212.99
34766145,2260.97,446.23
66903432,446.58,46.83
89849655,3398.29,392.75
12817848,480.9,73.55
46589459,3650.71,517.09
80857419,1417.35,250.85
68546529,3678.39,629.8
87070018,2244.19,277.65
57317753,3212.42,414.67
43712651,1380.29,218.6
14774781,1889.49,263.8
13615792,1991.33,257.61
81645268,2973.68,539.38
29058259,938.41,151.69
14293591,1588.55,294.08
69140139,2124.43,291.14
95240551,797.13,130.94
76511136,3056.31,456.0
49514734,2044.76,366.42
13341518,3021.17,419.89
60686211,2825.45,340.71
70281660,1736.12,295.13
64287147,3138.33,391.16
21062468,2252.52,229.26
49449971,2984.83,472.06
31482734,300.66,36.92
30917115,3016.55,371.58
99926839,1688.93,253.83
27832609,2918.11,305.07
46609497,3145.19,613.5
21253319,2901.02,438.36
77688863,774.63,79.39
41732520,1848.74,283.22
41718092,3669.74,465.45
54010760,1091.03,143.45
47294389,461.63,48.11
24420892,178.49,26.03
69020444,2975.93,571.61
91475792,671.58,92.38
31926959,750.78,138.36
99221816,1165.9,197.83
20665169,3513.33,681.82
99907237,3837.51,447.88
15909174,3126.19,350.42
68269699,1838.82,309.27
32521254,2320.11,263.78
91041088,3747.42,735.59
44009185,1010.19,154.53
13995604,279.24,52.86
71722159,3127.45,491.64
90067734,240.33,24.14
76823026,729.94,84.92
79908530,966.39,185.28
99073314,2496.45,313.56
26514049,3664.32,409.41
44301810,825.96,140.82
14580824,2146.56,264.01
99883796,359.98,71.48
91624016,547.66,56.27
57671312,2378.08,474.64
65971990,2045.07,227.85
53070454,940.84,173.78
51346280,2709.25,449.06
46308931,547.73,108.75
20327670,458.91,67.45
87130464,654.19,90.1
41699067,183.25,35.34
61673155,3761.88,475.22
69865559,3176.86,463.83
43255562,269.46,47.93
39000132,2356.11,250.39
26527315,70.93,8.39
14671209,299.64,51.26
93596636,2973.52,427.34
67733303,3881.37,579.59
29504297,3875.88,637.46
50541447,937.05,137.86
71867278,1710.85,300.51
83346065,1640.96,260.54
26645231,408.38,45.98
27868604,1270.5,240.5
39104258,419.17,52.35
64359416,1851.55,253.88
24557593,2118.18,409.81
87505178,295.54,45.76
40008121,56.68,10.52
36065035,813.94,83.99
15079931,867.81,170.24
64838218,3608.98,600.2
97385615,2462.11,421.65
54030817,396.73,72.82
36854859,3148.46,515.75
81489842,3427.84,595.54
68655731,2281.19,356.27
41600578,2032.41,211.77
59563066,3527.6,656.38
97487371,300.46,32.8
71790146,3396.15,629.37
64113471,2859.0,374.12
99744460,2555.53,380.09
40733292,2779.79,476.21
28946879,346.46,60.24
19979734,3461.74,538.26
73449005,3393.96,433.72
70568383,3571.52,368.11
16237643,3885.97,752.95
99337431,2669.34,421.08
31214573,1983.2,250.01
87719323,45.6,8.08
96979546,1693.42,228.73
93022394,2837.28,431.59
90299005,1078.01,192.51
10748209,2407.25,260.72
63630588,819.06,134.12
26212092,1177.62,154.89
82354614,1833.34,244.82
98527859,1598.91,165.19
29220222,2502.02,316.72
92943874,19.47,3.4
94673013,1337.65,189.52
28132587,2661.27,344.65
53019114,1212.22,140.67
66089470,688.29,136.34
60142531,585.85,64.8
74807557,2317.61,237.78
17259942,2901.67,496.85
66655180,3724.67,677.45
60673597,1296.57,181.41
58105686,1507.1,270.67
47808935,525.58,81.33
93253692,2472.28,281.88
54639138,2858.08,408.48
35818793,3462.86,523.84
39555084,127.8,18.78
84051379,2776.49,537.31
99222734,42.29,6.22
80280940,3048.9,388.28
87976665,1382.67,159.59
44506711,1570.32,296.53
96426419,2257.8,283.95
57236484,1800.62,336.94
69071141,842.35,95.29
91258411,3852.93,447.89
22867121,1561.39,192.29
87862614,3510.16,561.83
11183062,3741.75,500.26
20455507,1893.37,272.84
13530060,856.06,122.78
63683875,3324.79,554.77
54327383,1727.7,339.81
15143043,29.77,4.45
62738917,3779.66,445.52
54952758,2974.96,308.39
47057354,1163.24,130.94
55002123,2978.39,395.8
97029646,1902.69,211.22
21431955,1732.09,238.19
44794276,2168.09,423.16
88988563,555.45,93.21
85503112,2162.06,357.69
25816509,1984.79,277.85
53406356,1609.19,281.46
43544229,2170.74,255.81
46591597,2530.07,491.52
28881284,1504.98,155.09
50636586,2832.93,544.79
64937201,2336.31,339.14
25784075,1368.48,192.35
19458576,494.6,85.14
59368136,239.89,34.53
61595200,2661.18,522.34
66923695,41.94,4.91
88923073,3016.65,364.2
27457593,3186.6,346.77
43047397,1794.96,236.07
98855854,3562.79,446.88
60068385,277.13,35.21
71862141,2971.61,454.7
68884172,3520.35,584.8
60969472,1660.59,285.53
34078848,3106.3,584.96
66178849,1080.04,181.65
75339207,2794.69,538.09
30564952,402.06,68.46
78257608,1443.53,190.64
97443213,2433.63,263.57
63013416,1736.36,194.28
12303367,2164.79,305.49
89734245,2540.55,380.18
92227327,893.22,160.25
11079025,1371.98,273.0
37857165,1130.88,210.44
59737357,2462.69,331.53
33655478,1674.92,270.39
46640273,2254.51,315.89
22297639,3713.72,399.38
77722215,583.88,115.53
92332132,1687.67,255.43
49889902,2427.8,412.6
33829957,574.44,114.03
64871861,2543.85,388.29
16933105,2796.91,530.11
71880254,1616.47,186.76
65598761,3010.71,394.2
55731671,2276.2,254.07
22922574,2663.62,364.77
38719365,946.52,142.48
79895415,3843.85,573.0
63655927,2910.88,292.49
20286131,765.58,147.85
44427763,1708.58,261.45
37398638,634.99,72.01
24273123,2412.44,465.35
74457896,172.74,28.91
19350708,1168.83,215.27
94403191,2365.61,239.94
74486792,3385.07,630.12
58626394,2986.1,432.32
34622133,3748.56,559.52
55946107,3420.47,480.3
95763579,3417.93,504.04
87803411,2477.46,483.59
51946051,2771.44,454.65
90803841,1109.54,153.12
72483868,3795.19,612.24
47267872,2180.93,371.97
57440829,647.76,125.7
73232541,3728.6,610.87
65756016,1718.73,231.75
65768999,1654.07,175.92
82870565,1282.84,149.78
97043545,3659.27,591.58
28166339,3895.42,711.99
58346170,1808.29,235.06
99769553,3450.81,431.91
23671680,101.79,11.13
46389964,3091.88,563.97
82452042,2249.85,296.77
53132372,2129.57,249.07
29881515,2051.3,401.43
60043850,1608.39,242.33
77183834,2630.19,509.39
90192464,929.94,122.56
61578277,2074.68,249.89
14885446,2215.26,414.34
55580278,1928.52,208.16
83537323,2578.63,487.01
51447287,695.01,106.51
40114033,800.19,151.79
64061840,1962.38,312.57
28115291,1770.28,190.43
18563506,2645.84,336.44
35145339,2640.14,308.95
11078117,1165.27,218.85
89781134,1222.52,127.99
13189177,1122.76,168.41
73266798,378.92,41.06
76232292,261.17,47.15
42026743,2145.2,342.24
35234429,3533.5,541.89
95547272,3511.82,583.96
94158429,2540.91,444.81
71086650,3324.97,337.77
78842379,2197.97,233.77
46271707,3346.1,406.46
12668117,712.52,91.26
38628550,874.61,126.52
92881733,3824.53,662.89
58473851,2041.87,369.29
81706289,1211.77,173.1
97272747,67.9,9.89
83349980,194.81,31.36
88638056,101.35,17.06
97401253,1707.21,219.81
91401327,161.56,22.42
10905234,120.77,12.17
63548837,1352.03,214.84
32640001,3286.5,510.27
21013486,1557.44,177.38
37258875,2328.74,262.47
59356221,619.38,64.17
81258465,1272.12,167.65
40961977,3725.67,419.4
52395416,2783.73,383.22
32085304,3813.76,393.17
75402110,350.57,67.14
27803009,2204.01,335.91
62946568,3590.57,473.15
79703770,3737.94,541.32
89756415,295.79,35.29
53243042,787.93,152.42
26230162,13.96,1.76
80703401,3350.54,647.06
30266904,2366.77,452.9
86787146,3833.12,521.43
23376325,2925.47,531.74
58717155,1812.58,351.62
49271608,58.16,8.44
52163975,3829.96,717.94
41675927,1138.24,185.6
87267105,3568.8,515.78
80005484,3079.54,397.04
59624149,3431.45,457.46
94564649,2339.49,460.05
63663464,3614.52,422.51
68675457,496.33,80.34
70658116,1294.98,187.41
26798546,2011.26,288.24
38586087,3098.81,544.85
92608549,3826.37,584.94
52027180,2441.0,362.2
94678890,3205.84,330.77
45749369,3116.65,400.18
20020854,2090.02,370.27
53290574,2880.41,454.2
88588805,3875.56,604.27
25573181,2979.98,420.08
30505660,1564.04,228.16
98703260,2647.5,437.15
94105214,3161.33,621.2
14256906,251.78,30.11
99590447,1925.77,232.53
78661819,3725.85,437.9
68308393,3897.65,648.31
58004475,3681.89,441.03
97873328,109.42,18.91
42412070,2607.38,387.17
55138841,977.55,167.44
32238178,1364.36,238.43
93487063,2029.47,383.28
70251486,1770.5,215.64
67646447,255.03,35.33
79261987,3210.05,336.32
31891587,2497.3,402.3
54171311,1397.77,271.52
92917478,2629.03,288.04
53753185,681.54,104.06
37430867,2312.87,262.24
41540390,1318.19,210.27
83427960,2210.78,279.06
63116629,1266.29,144.64
10027439,2409.59,390.3
92557609,2129.02,363.04
54403724,3748.46,722.7
54468375,2989.47,398.07
97878999,1371.95,258.9
98531450,3439.67,625.84
35406478,756.34,78.32
22926032,1766.64,310.53
44044244,2209.35,228.1
52204024,1342.21,187.25
55327284,596.06,61.01
24933796,526.94,95.91
94313468,2705.42,311.59
54151816,1967.98,291.62
68895804,1824.43,307.97
67385097,660.09,125.99
12668128,3445.33,425.97
77271936,3820.09,688.99
33069911,2069.8,308.49
34657698,304.84,43.96
40217632,1003.78,200.33
93665509,1655.17,304.66
86628908,859.37,131.21
96249351,1303.87,165.53
44321836,536.09,96.21
26015640,2534.47,410.15
87675116,1380.12,149.11
56419788,2338.44,424.94
39338428,905.77,106.78
17260329,952.22,188.88
15149581,3758.09,593.71
20623038,3727.82,444.07
85837544,1111.53,189.82
83397467,2860.57,530.94
69648904,3173.81,564.41
84472023,1259.39,226.5
89438624,1051.49,125.18
39683663,3305.29,458.41
88558568,1164.29,144.59
63948977,2256.77,319.66
61385879,1674.34,194.81
11469629,2805.97,460.27
80557550,1166.09,143.61
76351295,2811.05,341.03
99421278,806.16,150.25
26727645,2113.7,410.85
80152210,3257.87,475.41
35287493,3165.46,474.88
22053049,743.21,85.14
69130480,1066.39,204.63
12751297,2783.39,553.66
72559810,31.64,5.97
14858135,2333.41,431.58
72800090,3314.03,486.67
46473341,775.94,128.06
68022025,1717.5,242.03
48461240,2364.58,305.58
13203083,3501.12,451.79
91180193,2105.34,372.46
17303654,3336.29,619.43
70213794,2614.07,327.07
82996393,3437.76,451.77
98097599,2649.88,503.88
67996687,111.9,12.51
47826259,3188.13,615.09
46044114,3776.15,408.2
50342103,2782.45,292.53
98974463,894.02,149.34
84390341,2960.35,414.77
57116314,2627.27,451.05
50694587,2286.34,248.9
44056889,1344.67,170.93
21140939,2891.46,306.17
51909799,212.48,35.47
16875100,2608.8,264.65
12950324,479.93,66.0
71886202,2391.34,326.09
59216497,3370.5,543.6
26090294,1924.87,299.22
58694418,3036.75,484.5
28371698,245.18,41.03
75241893,3138.07,585.54
53535329,300.6,31.54
69164417,2373.28,337.78
20600320,2085.6,285.44
87093526,3383.89,341.49
56035828,1259.38,164.52
39510507,3707.72,406.44
44092074,1754.8,183.92
72716363,86.12,9.68
89753970,302.29,41.47
32139694,2270.12,290.22
88814144,688.14,126.89
68332100,3073.45,567.91
66101126,3365.19,529.45
39964688,3819.52,465.45
53126199,2619.19,378.41
96322202,2576.12,453.11
72493577,2778.46,511.89
34450185,1690.49,178.57
99523345,1174.58,215.64
20349894,2509.33,398.83
68693416,2371.58,407.7
58678644,2614.69,296.83
24123960,1100.55,118.14
50380577,3705.01,556.65
65334527,1349.48,201.67
57889955,1658.87,241.12
17584605,810.71,95.09
56221714,1413.61,267.01
41065593,464.22,82.24
47673773,1205.39,193.62
93340628,1267.41,142.86
38216172,1385.14,213.49
19885715,3484.36,579.91
17580860,1905.94,227.68
19484720,1659.33,250.98
96974338,1571.95,238.26
45622765,3363.82,407.78
70926779,3007.39,320.11
49143816,1102.76,162.28
93104026,782.99,81.59
32532962,2357.81,394.77
78863045,1411.71,225.17
47831718,2565.76,508.77
28887907,2621.63,396.81
78872785,3464.53,645.74
23364323,1004.3,174.71
75198971,309.79,46.33
90599162,3695.47,553.52
88149304,2031.03,286.57
37740552,397.81,62.75
13820014,1980.08,387.56
46262717,3335.88,420.55
68322808,338.1,57.66
66548551,2405.01,259.39
90358154,135.88,18.82
71235658,3632.25,472.99
33818558,1293.94,161.98
70994442,2378.0,474.18
26944110,321.45,44.16
69349324,1535.99,209.28
99637065,3836.79,429.02
92441675,2798.47,556.92
55719122,25.08,5.0
97578265,1284.27,235.74
15819297,1586.42,279.31
63053086,656.71,80.82
12105772,1623.06,319.59
81543283,1109.88,188.13
33768340,1024.39,144.44
11047762,1223.4,122.83
68459174,607.84,100.34
17628713,1915.42,266.9
93373972,3831.57,388.15
67986818,3075.2,418.48
61421747,1792.47,217.65
99882913,2449.47,282.47
44653889,2175.97,320.65
64126814,3250.68,515.08
52380707,1164.27,137.45
37502392,632.02,124.77
78008163,345.51,39.39
94704573,2604.13,493.78
43652235,2237.39,438.21
13912338,2615.42,458.5
35111414,2252.16,266.87
29606511,2235.13,369.9
74301239,3775.93,608.28
60402332,2120.56,368.36
59352486,3195.5,502.18
90106264,1108.69,143.14
87162947,3385.28,608.03
25500028,217.17,22.9
17954304,227.96,30.11
82698788,1526.15,281.74
37168444,2518.91,360.4
15959444,349.87,64.89
15806629,2243.94,350.83
88125425,1213.16,207.7
15527681,3028.8,492.45
30065817,250.84,42.31
36796598,3308.99,556.53
11668442,1845.73,232.62
82644193,455.68,60.93
75639759,31.5,3.71
27480441,2560.01,402.81
24199772,1081.89,210.52
45807043,3894.31,628.58
35306614,2093.61,399.42
21903576,1894.79,334.66
91222615,3015.95,405.71
85645505,3419.79,536.15
63238902,39.55,5.02
31476307,1374.98,269.23
39621462,2619.54,518.11
70590964,1263.69,191.61
14199482,3438.51,523.04
28434411,2696.4,363.14
72461897,1855.16,354.14
62680923,1185.6,221.56
87869897,1800.54,257.03
79487415,70.33,8.23
50846979,1336.48,134.07
35285549,1991.04,318.86
23596398,3364.72,498.31
71008662,1968.43,235.24
16828331,730.38,91.9
45013071,643.44,113.18
18963350,2038.92,294.28
70474972,358.07,40.93
35847795,1584.43,170.7
88296690,382.38,52.4
53611231,98.92,13.69
83675043,3758.73,687.33
59946025,1800.44,288.47
27008578,1558.35,212.72
57224073,2807.12,447.86
86578101,623.6,70.99
35707200,990.69,99.61
37495316,2320.19,348.46
51934113,360.41,70.14
52991716,2889.24,455.86
92009675,2986.52,306.34
35379289,1450.18,154.92
41205056,2499.73,460.49
93724557,1396.1,269.36
11524977,962.09,145.84
66725050,165.69,18.34
81782109,120.07,23.39
94527509,1390.65,157.43
71613096,2434.24,446.19
43865977,3177.81,554.31
96044592,2229.85,223.82
42592838,2050.95,295.01
79775297,657.22,99.75
85346478,313.24,44.66
64173988,722.23,75.36
31077352,3139.42,609.36
40771794,2574.83,324.9
25715727,1222.42,192.56
77835238,1794.25,357.69
59915336,3706.53,652.56
28105599,593.27,66.81
97584179,2667.18,307.5
41521867,2526.68,275.16
27851675,2381.63,391.69
40686549,3411.19,351.41
55643973,2266.55,432.68
15703658,1181.78,207.79
51458389,2116.71,381.91
75732992,2583.66,441.82
64268666,2368.65,413.25
67948234,1730.59,299.97
37078033,782.46,118.62
79413948,811.19,117.49
82984773,1129.86,221.3
34791292,2753.09,418.06
84698105,2523.81,385.42
83025896,2087.32,309.99
10085818,2183.62,418.4
27679399,2938.33,433.05
41538566,1954.29,220.15
24726233,526.2,58.23
73913015,527.94,86.23
36203694,3513.41,671.87
79634342,1627.07,283.99
92213155,3209.14,455.11
95604157,2464.44,422.44
67282507,3619.66,716.54
52429260,3264.16,585.91
73924113,2194.6,334.12
18980696,431.85,69.26
47022303,3562.09,513.59
78680309,2951.49,318.16
91012272,3030.14,445.61
68689079,1315.63,196.9
70918139,1843.22,312.27
78841020,3524.98,661.4
62478010,1648.61,216.89
39336767,3366.62,398.86
91125173,1214.07,173.37
34447779,3034.12,593.65
73799602,3125.24,512.91
49737099,2899.12,308.97
42041319,2317.39,401.0
26159676,1391.96,247.57
63766020,2565.47,315.65
44117015,27.83,3.36
67157630,1088.19,118.63
93213897,281.8,48.45
28151454,2266.82,434.14
94507664,2555.15,473.55
97136285,2249.31,359.59
63911554,2969.89,548.6
78510792,1141.02,125.63
83084165,2873.1,449.01
82600192,3388.93,595.17
80113100,393.73,60.33
36949885,2279.59,369.92
62266237,3107.64,518.32
93240003,2546.8,309.15
61757838,437.38,60.84
33693927,327.59,37.16
28280704,1355.24,203.5
83950098,1235.78,238.93
56698280,1663.45,257.76
50189758,3692.56,598.4
89391851,3610.11,649.0
14885059,237.86,29.05
19040896,3788.24,694.58
27963953,3222.95,394.59
36768078,2340.73,389.56
62828412,723.46,129.41
68278869,2468.71,450.44
18258236,1781.49,304.51
36634250,3815.88,544.35
49821390,2152.67,394.98
45348315,746.33,104.08
41583650,346.76,41.18
37116329,2309.57,405.1
99533103,798.54,150.43
22986947,2672.11,429.74
76339488,2961.97,522.86
58775621,187.3,24.74
94746615,2512.63,463.15
85155979,944.31,122.27
72682680,76.78,12.47
29095076,1308.0,195.84
73267672,3728.87,649.09
22690175,355.39,46.14
19721351,1607.75,196.5
80358614,3226.89,539.04
98893965,1520.22,207.95
94164725,2543.8,349.52
51341774,1342.74,161.53
32942579,992.3,110.47
45171060,1685.31,334.81
20204196,1789.94,261.58
54972744,1437.14,207.95
20631852,1594.11,312.92
52136296,2789.07,333.05
59555030,3707.21,646.92
24428159,1561.79,311.85
25088998,415.84,69.31
67751889,1516.2,210.07
52860780,1069.78,118.25
88998902,3660.11,545.45
35742850,1478.92,212.89
93526432,2624.36,351.59
31094371,2948.79,406.75
52087776,2381.11,327.98
35671293,184.13,29.99
33534701,1816.14,228.02
44125312,23.13,4.45
47662897,3252.41,498.07
21828480,1781.78,331.49
92913673,2427.5,319.03
93663297,3198.49,492.81
82629165,870.53,147.02
59766546,122.71,22.73
79005118,1379.55,151.55
51122669,2784.37,499.06
61787646,1919.03,305.51
47785990,3778.71,489.65
75958830,1310.92,137.4
69932141,1418.55,195.76
97124360,1912.59,269.78
87172536,2724.32,328.96
47594590,3378.45,548.19
57037011,1149.84,144.6
25030884,26.64,2.94
95601897,1030.13,157.51
65851846,263.67,43.36
15927847,3179.49,417.35
22703410,3062.09,374.48
13106233,909.43,160.57
46553653,2633.03,424.63
89241030,3395.22,505.61
24973328,1122.78,168.56
65534104,2690.84,345.44
19936516,1209.59,164.24
89284392,2463.12,329.3
31760025,1920.83,274.2
55311569,1290.19,140.84
30080051,3540.12,507.1
90577571,1988.43,203.05
31678983,3474.33,597.87
43566758,2667.03,331.99
45319625,1092.83,210.62
61033464,3570.92,359.96
85310722,727.74,130.04
44016084,3646.77,577.01
86006668,1568.49,293.61
92554213,1019.15,200.73
33195720,2496.73,310.26
76276712,990.18,181.8
10899593,1409.89,206.02
41623458,669.47,86.93
77659521,2289.52,329.21
43425970,509.57,89.24
30210241,3481.17,479.02
69275490,3176.9,571.75
22862034,2862.48,571.37
73728786,2442.17,433.31
70158157,3558.84,429.35
27743226,2556.02,455.62
16756278,934.96,117.56
39083507,3887.57,754.84
36747758,1890.68,207.98
61860920,3004.13,378.78
51840066,1860.17,275.28
11824123,1432.07,215.73
99930318,306.8,33.28
28361721,3115.61,316.62
64386556,2305.58,299.82
57264894,1449.37,154.31
92256749,56.64,6.17
41707697,973.15,103.04
55334377,2354.69,267.6
43267391,459.06,84.24
22355444,2809.87,479.39
27069626,2096.63,342.76
94756716,390.21,75.0
74138186,1427.62,244.26
90289480,951.43,145.56
59648620,3416.88,525.99
22838483,2899.48,438.43
40577129,2582.54,434.6
70371639,3219.24,510.82
38966158,965.46,151.28
84058840,2597.11,285.35
21642301,1739.84,330.23
47570249,3532.74,654.14
45138059,3381.74,493.53
81558169,2602.77,265.18
40197086,2786.52,305.39
91708010,1315.85,247.46
49833355,2235.04,309.46
89805555,3471.6,490.55
56380570,1180.39,197.28
42406485,230.39,28.69
78736567,3737.05,533.36
11280602,2819.02,491.54
98690380,1041.09,144.59
24056359,1308.02,254.68
40815626,856.28,111.7
27890611,1979.51,337.07
37613996,3475.81,691.51
64712323,3862.9,529.72
80109259,612.55,111.22
60315215,695.34,97.65
20061617,3290.98,540.76
61607959,268.7,40.31
93563679,1605.21,312.72
91238610,2356.77,452.94
55911631,1090.09,174.69
90021037,3450.5,492.83
89767698,3611.53,596.35
71906078,1746.47,269.42
22574238,3830.1,468.44
48156667,1963.9,294.6
28220391,1458.57,167.7
47290732,386.53,62.86
84637933,2709.58,523.34
64411311,2723.02,333.4
87931609,2461.19,387.86
76875021,2411.66,481.8
21713685,2477.24,347.43
53417816,2341.99,330.47
88149360,2013.44,318.79
62919058,3455.65,352.53
77497043,372.35,38.09
32890532,268.24,49.97
97763170,3734.04,480.84
90248409,340.0,51.48
65882117,939.35,137.1
41946559,3209.61,339.68
73115913,803.69,106.97
50249794,1727.52,319.79
73204797,1334.81,176.43
35520707,995.9,146.78
99577075,1698.88,321.15
69375852,944.66,162.22
33803324,3376.05,365.21
49511012,2870.41,404.39
13697463,3805.46,385.05
65268705,264.85,52.32
51517128,1206.8,198.68
96999951,1674.73,218.51
85738711,267.12,46.6
80461465,980.32,182.04
32031005,2878.32,383.38
58197440,3331.11,618.74
48667171,494.25,50.11
26225984,3103.87,604.42
48653115,3846.71,761.73
42926916,1690.61,234.57
64273750,1830.44,362.58
24175244,282.05,47.78
18445544,1362.95,210.8
12433922,371.7,39.09
71501760,1202.69,133.15
95762205,3211.69,355.63
54435175,310.66,39.08
26978667,3402.32,567.12
11517787,372.98,73.52
16893148,2681.03,496.91
35417216,3494.95,427.84
17100679,3283.47,363.85
14964363,3229.5,532.4
99201805,3117.19,572.29
15388455,1761.71,223.37
16773094,1895.19,337.24
47527030,747.94,132.75
35576524,3426.15,438.27
10334485,1937.27,307.95
40735521,414.05,45.02
23364093,861.11,162.49
35075415,3111.16,531.57
72139478,1983.11,364.97
75213052,3026.17,421.87
48832635,683.03,135.86
17198855,83.88,13.09
84260514,2079.05,327.85
89747116,751.67,108.65
30119051,2056.91,347.19
16600144,329.34,48.92
65883497,1107.69,173.56
16848282,3191.63,498.77
79990435,588.2,116.92
30601169,1539.58,185.86
76512654,3658.42,445.17
31176845,3689.78,528.68
73784852,37.78,4.27
86233115,192.67,27.56
37561833,1560.91,282.42
23636989,1210.61,213.21
85939277,865.29,124.5
28356960,723.74,122.38
36600580,3366.99,612.5
97872527,3442.27,413.74
70825587,3693.91,435.87
86755250,3700.85,518.27
67389520,1801.57,235.34
50003758,1462.4,149.52
10969427,516.17,96.36
95826373,966.88,172.14
58929722,497.13,52.76
42379817,1641.37,289.12
67745111,1906.11,295.2
47492981,1387.58,258.0
18279242,3873.19,523.91
18743859,2646.71,280.27
43173868,3427.16,585.45
83878545,2550.28,347.69
81024196,3219.2,595.93
92410157,2641.87,375.35
31079238,3013.78,443.97
85469376,201.37,38.6
51347893,590.77,68.97
83012884,970.48,116.08
57210165,1177.01,169.41
70630940,2481.73,296.45
15828768,662.0,125.37
57577317,3819.8,707.56
35593207,3440.36,653.33
33582165,89.15,15.6
32601623,62.04,8.47
52965174,1110.03,154.06
64766991,3644.85,612.33
94183428,2391.39,242.1
21507941,1944.41,297.41
70373732,608.84,73.35
32303199,1404.45,239.62
64078135,486.23,51.67
30812157,1646.15,210.48
84603271,503.91,81.33
71937780,3129.74,459.75
90016902,2023.5,210.74
39657155,145.42,17.03
59420166,2409.42,319.89
21594359,1802.72,193.23
99779083,2714.11,535.94
75276772,2142.1,275.74
44802434,1266.91,169.52
16650981,2120.52,369.23
85667009,2083.24,333.37
96973783,1963.26,264.42
81975777,3264.35,408.18
49997397,2726.85,531.4
32481037,1617.06,222.32
74061566,655.06,75.69
