ID_PRODUCTO,PrecioVenta,Impuesto
97777982,1884.08,353.22
10050124,1270.67,170.48
91139306,547.92,97.32
32170725,1627.43,299.77
85994467,3434.47,627.15
80983129,2726.71,508.98
94993666,2117.02,407.31
71816756,160.95,24.22
66119616,1316.12,248.77
10252151,2786.12,459.93
23186751,834.41,130.1
86195205,1785.2,232.38
30131405,1338.86,149.38
81081379,3045.56,401.06
98786261,25.36,4.36
80527193,1215.64,226.56
48741532,3713.15,601.95
59424895,3375.62,500.07
83831208,2917.97,550.56
68775843,765.27,110.24
55182872,1097.62,141.79
75904139,2768.91,299.77
85719804,3682.8,687.65
41584318,1219.49,191.12
37372328,3165.59,549.87
53602261,3809.69,723.07
32865081,1126.49,115.01
79937954,2952.72,573.65
37429342,1284.22,199.9
87848104,1262.27,206.72
60033451,2111.3,351.13
72009565,1412.37,266.53
27361026,1220.1,147.08
58879500,2908.88,560.69
57652711,1777.76,258.48
34987712,3462.1,651.96
81696409,3432.08,420.4
26717561,291.56,33.29
87787622,993.55,188.79
57899435,1293.75,185.93
17698533,1750.79,346.34
10850078,419.32,51.75
87139307,1967.45,305.5
75168162,3403.3,393.82
55616137,3752.91,493.66
77088085,2622.0,327.94
14851619,931.55,106.24
29721713,1642.75,273.31
44659119,1687.31,190.93
66783602,3035.54,495.83
59347223,2146.21,384.39
53278414,972.79,162.1
49750958,2094.0,376.21
71215612,826.19,91.71
43542690,170.59,33.31
68872003,3511.78,450.41
34330932,2503.62,422.45
54753368,3545.13,476.35
80034409,3442.63,454.75
84556827,549.8,92.44
34868748,2352.09,313.51
10179748,3877.58,588.45
46869829,892.59,121.14
21046311,1057.72,130.03
27808965,3514.42,388.75
18981122,3136.35,392.91
63283098,3758.78,693.26
89220835,1808.98,200.05
29911849,448.68,84.88
56512689,2737.89,433.88
40568499,1350.36,137.2
53897090,1054.17,172.08
93399300,3625.77,558.28
86430666,3277.16,526.18
75301925,3760.12,653.55
57040706,3782.42,718.58
77274525,2506.1,294.49
78300436,3651.34,440.86
59031096,1518.28,233.48
30155704,3288.87,582.55
28041074,1606.62,224.15
77705535,3353.65,574.18
28524371,1797.76,231.44
94996646,835.78,121.26
84076039,2424.25,315.92
39438850,3060.3,464.97
43296179,1822.81,229.68
50526256,3047.37,431.92
83101824,3411.23,390.17
43555854,386.22,68.68
42187871,3725.94,717.08
33502193,3262.32,438.88
13484471,283.05,50.69
31303234,3328.6,383.52
64964793,2360.25,260.7
56866151,855.22,100.43
76703170,3867.99,690.74
63650706,940.67,121.52
61335148,1915.86,341.31
56359937,684.96,95.45
71251180,3131.92,563.13
25162922,3638.79,375.34
92001613,1446.0,176.87
12416379,907.45,147.21
79106016,1961.87,251.17
84850579,417.17,44.08
51393738,1517.31,154.98
50670098,2143.18,290.27
59195934,3382.43,386.05
79327066,3420.26,464.42
12430748,642.43,71.35
89535281,112.83,20.75
83743719,3658.75,702.78
54765387,2837.94,562.62
85988960,155.32,24.01
55608683,1603.84,224.53
10347762,1070.99,175.73
75502119,583.6,94.2
53254861,3384.15,511.06
31209026,875.98,129.45
47891477,2931.95,527.49
52837706,3264.65,408.27
25813177,1436.33,190.82
75612216,2364.09,379.42
33050056,2344.51,280.33
73138211,301.13,35.49
47904622,2815.97,546.75
76693261,1647.67,327.3
37529424,3805.7,466.87
38640413,92.48,13.65
72094090,3865.43,432.46
94643105,3845.5,577.12
58428697,1154.28,150.04
70790918,3018.69,396.36
93030483,2550.52,444.03
21623956,821.6,153.94
60589692,3643.12,485.66
20989810,195.22,36.68
25379803,751.01,135.67
57136432,2856.85,395.32
23953509,2766.14,491.01
95498668,3508.65,423.83
76786527,66.04,12.36
11637444,1528.48,284.25
96563737,1431.5,278.54
68435702,1805.45,291.52
87020098,3679.94,491.97
79072939,3563.81,397.06
26924458,3231.42,359.83
40042285,3831.26,433.58
63537742,1713.48,227.6
91793400,2086.55,381.09
15510544,2315.35,248.2
62692180,3434.77,361.92
63474345,898.77,92.47
55095794,1943.93,263.33
26194839,1722.83,341.22
24366351,3437.41,529.6
34794857,499.99,88.61
59017443,3711.38,472.32
69370282,2874.13,443.43
66126242,2848.33,463.43
38810070,271.79,46.94
84896234,1053.77,114.2
90167104,1422.38,163.97
71689373,1046.14,201.87
94792071,956.94,159.5
38732820,649.17,90.39
87276337,66.68,8.53
26269093,1091.91,135.82
96572994,3869.72,710.64
66428445,1226.64,213.25
26901927,651.27,119.79
24138110,2575.21,425.73
23627786,767.82,82.35
57019614,1400.33,167.39
63489961,190.98,30.51
79365140,2853.41,343.88
83096797,1819.48,333.08
52123533,2224.85,419.59
32065953,704.03,90.76
42922650,2328.44,265.5
58714098,667.34,88.19
99438435,461.93,53.08
19233041,1672.61,293.09
15401532,277.56,53.34
13507014,3395.83,346.97
85066486,1140.39,117.53
56675495,101.74,18.31
69416897,2265.0,383.47
95137258,3462.9,605.84
35279789,3524.88,542.48
46189630,3268.01,364.11
60058279,2448.58,432.4
67589757,2593.19,289.14
51136505,3605.12,485.19
92919267,3656.15,500.59
39652359,3837.87,626.12
38101630,1983.61,244.28
42572025,994.32,193.47
63272268,3168.39,580.61
70519796,2285.58,286.82
37646150,1749.06,333.99
78209834,3420.43,474.83
33625663,3213.77,479.83
47693735,3386.43,527.27
78051562,1070.88,145.43
14788342,1114.91,157.33
27622784,37.52,5.78
18195247,1665.79,204.8
29963807,1273.75,168.62
46259431,3221.08,474.77
30652519,1007.25,175.88
85289196,3803.42,755.86
12737374,3358.65,534.48
22739492,3228.04,607.57
96317893,93.57,13.14
53423386,1350.92,141.08
44572362,2426.92,296.62
10853540,1891.49,202.5
31662447,113.13,14.2
59058097,1714.45,196.03
14011771,2818.52,541.58
73758027,1408.54,219.76
26145103,1760.9,319.84
13597159,2031.99,221.47
96136722,3676.35,492.93
92548224,2713.97,378.14
88993426,1645.09,168.06
55551515,3089.46,393.36
69824777,1695.71,267.36
23940492,235.66,40.83
55057492,112.25,19.67
38099356,991.52,175.4
62214710,1650.01,322.84
34897641,554.57,60.98
90186089,1034.71,113.26
80461516,1101.54,209.95
36432741,1887.54,246.78
34373732,351.4,55.79
62955267,1071.71,174.48
91443308,3702.39,586.2
95040722,805.7,96.28
75881950,638.44,123.34
46664567,1774.58,312.75
94218078,2228.9,386.3
53173136,2761.5,484.13
36922957,833.3,119.33
31619066,842.53,133.74
51578382,1270.45,214.01
90118175,3593.37,492.02
22622777,641.76,123.82
40738360,1077.87,161.66
35574717,3006.99,576.47
30582333,2547.57,269.84
43709657,1837.8,185.19
68115596,3807.69,641.49
18949605,3883.66,475.16
30211162,1197.79,203.14
84058765,512.82,61.39
84093369,304.8,56.94
60282206,2610.67,406.68
48360503,1947.61,309.76
76770602,1807.69,268.25
53527561,3612.54,640.98
77491872,408.58,49.62
98351604,1367.94,166.55
24852291,3741.32,489.65
48528612,3519.95,675.43
70583943,3820.82,752.15
23903585,3453.4,460.97
17819271,3821.28,705.88
64947614,2123.85,334.86
34565783,1599.56,279.33
80600367,2809.37,311.28
36359297,3368.59,472.51
85522094,3890.77,527.69
87627337,3840.88,464.93
78830317,3114.02,517.01
60689067,2859.27,559.18
90345195,981.98,161.83
39672244,1242.12,159.83
91051507,1339.33,137.82
27331573,3656.63,585.24
62903623,233.55,39.76
86473399,3778.65,418.19
38841506,1081.37,134.05
65504788,3404.65,393.49
27534208,2531.62,409.9
37917695,945.92,153.29
23480706,488.49,66.73
40179562,3141.68,411.64
55511530,462.88,67.49
44157387,3051.03,527.72
18006530,684.05,78.01
11355299,406.42,56.12
76345383,2327.9,277.22
11782106,3129.45,365.4
40755408,378.9,56.21
75741505,571.64,97.25
50525017,2572.54,441.11
70830633,1443.86,198.7
12275855,1577.08,281.62
72685589,479.95,85.05
75180583,2511.73,456.96
61839950,2571.31,338.25
81354662,3499.74,385.7
50110824,770.68,88.11
14511506,319.15,45.15
23952408,3633.92,487.63
45006844,577.84,102.4
89694746,1589.86,181.55
35201106,3005.31,396.18
65849147,586.65,75.58
32392230,1773.43,235.34
84208124,1093.0,126.58
84075886,2037.44,237.43
39712315,1394.73,278.55
75953526,2951.07,467.56
73030310,3141.42,578.79
60615491,3486.12,667.79
91102856,3404.73,515.35
38534704,778.22,120.42
49731338,1044.25,114.32
36816408,1795.34,212.84
37963129,3603.07,485.97
96395386,3577.98,594.19
29376566,3466.91,379.08
23551901,2422.1,379.66
94690909,2932.22,499.18
22549122,1981.95,308.22
49492121,1092.74,168.61
44960468,2761.2,361.52
31057379,2396.19,469.4
80784241,2125.34,420.09
58545331,1909.28,269.88
35176025,521.87,84.17
41568644,2712.05,332.98
59153787,680.46,114.01
31593135,1199.43,233.74
79613057,2533.39,476.35
30166787,2692.46,440.93
78579665,1463.8,269.07
12297170,1331.93,201.51
64607551,1180.23,226.48
11951023,188.14,36.85
52348752,3677.34,495.08
25152557,1134.87,140.82
69904725,2452.33,313.43
53950502,2841.1,374.18
52268631,1776.72,320.35
86823906,1553.36,254.54
85251097,819.85,114.12
24220891,2141.3,411.93
42007825,3388.72,586.56
64518360,2581.61,355.26
48546972,3339.39,402.53
73958306,3435.7,605.85
20675113,2936.38,400.23
18007417,1843.73,242.08
71743712,87.48,9.24
37600679,946.05,102.34
29016972,2450.77,387.96
76213585,2398.15,277.7
99917933,2004.51,219.85
42029738,247.6,45.45
58769955,2071.6,259.55
64835317,2744.27,358.21
90867845,3533.39,465.6
44492118,2205.74,398.33
62883177,848.47,144.12
78557887,75.1,10.9
17080303,2736.73,458.45
48684623,963.64,133.43
98491449,2071.5,368.39
96981593,2361.01,352.56
33560589,670.68,111.22
71723038,2728.66,521.2
33873559,356.11,50.3
12618027,1615.72,299.48
51966427,1608.67,171.03
51914753,3460.22,578.84
88149243,3708.2,642.9
73757494,2413.67,310.07
15996752,937.16,108.87
33239084,3604.5,675.57
65225844,939.47,120.16
46435910,3470.58,366.2
92970770,702.34,134.95
24370058,1389.25,187.45
40977988,217.23,22.98
57594400,1920.92,200.87
10766488,2159.91,228.41
97478133,2933.93,533.46
81342157,1159.6,118.05
10812246,3212.61,399.87
49614956,1624.78,321.38
31260259,1114.52,184.13
76043366,2795.97,378.49
15187853,1645.18,238.86
35961485,611.61,75.3
83470089,2298.35,345.59
69143545,3737.55,390.57
21291644,2237.5,367.56
25801926,2051.14,292.32
71252953,2307.33,363.75
55750996,2592.88,269.84
63017763,826.42,94.08
14466026,1334.15,234.9
82643610,413.54,62.72
11543904,3491.36,696.24
90515350,951.51,164.45
23364777,1426.35,276.13
38537919,1146.21,199.07
37571515,488.2,82.19
47751922,2027.77,247.45
41160050,2315.99,447.33
69585823,830.76,137.3
20373301,3812.35,634.87
18207562,2345.3,374.12
28064133,944.83,121.41
34126199,1395.59,186.38
49576739,2053.73,410.33
42304764,3712.46,459.79
52707992,119.59,18.39
30236201,820.95,137.51
42262079,3822.82,472.34
95844182,3604.41,538.83
39263666,2582.72,393.96
73114432,3729.34,572.43
88098195,2103.76,225.87
48776457,2174.89,222.99
25419572,3526.32,437.22
12502591,1287.09,164.8
97395213,976.42,191.3
84953401,500.85,93.79
96417868,121.78,19.51
98665595,2377.26,467.11
86210851,468.04,70.27
69261331,2719.85,491.35
34351553,1113.98,219.96
94979222,2183.41,253.94
28543063,3341.2,457.66
17671588,2007.5,294.69
51871146,3092.17,372.75
11456970,2038.65,240.47
56115033,3822.82,439.7
24965402,1314.43,200.11
53078984,222.43,26.13
42422116,1463.42,195.62
17108088,3555.46,482.62
14786014,1547.16,253.52
33657562,3066.57,521.95
42009428,782.39,140.62
86727200,1914.86,306.9
38944500,2190.38,367.19
52980676,3446.21,496.12
22544981,327.6,40.04
60255394,658.68,99.99
40850740,944.45,108.96
34619251,451.31,47.72
74643746,1400.79,206.3
99202596,319.08,33.92
57431442,1688.08,186.23
62887122,2815.19,536.57
60205052,71.94,11.6
46589239,1201.59,205.26
29171909,952.99,168.02
16575241,1126.06,139.75
68959975,3255.72,638.98
27002418,3175.08,443.69
47160501,1970.63,259.84
24848710,956.55,109.88
86565323,1261.22,127.7
21939598,2557.84,455.63
56264915,3829.87,440.32
86044303,1460.65,252.92
28727584,3750.94,427.08
56217409,2370.5,304.09
79999134,1912.2,368.8
34019888,390.73,66.55
51556984,3558.11,454.58
87339442,1317.19,248.93
48586336,3785.59,459.46
85944840,2779.41,395.66
60597115,2081.35,384.06
31059157,2822.01,562.71
68012465,3636.55,494.83
77452692,1734.23,311.71
84575722,2443.47,278.95
45041698,1911.92,245.86
77915532,2871.57,289.27
95075400,2900.22,334.37
64315782,824.86,155.52
87691018,1075.42,189.87
96179046,2578.5,277.53
28863597,3084.05,429.19
18282589,418.99,62.79
29938370,919.98,138.37
37272799,1798.32,329.02
34309771,595.52,86.71
87068629,3124.3,327.52
26891283,1338.6,161.77
59283202,3277.17,507.61
51345510,2259.2,396.41
80293723,576.64,101.05
79928303,122.59,17.65
47154029,3659.02,418.85
94961863,1499.67,176.49
51403726,2815.38,281.64
65496179,940.98,133.78
69326176,2395.17,360.47
86009648,1429.9,158.78
14854588,1073.51,145.49
42658761,875.88,123.03
11458008,1368.47,210.27
64084988,2228.03,325.05
83728639,1153.33,209.09
17816869,1408.49,177.74
48581959,1384.29,275.62
57796840,2663.14,317.61
35204941,940.86,159.31
33168655,405.08,46.85
30511351,3526.42,666.38
65887247,303.95,44.37
51204330,1267.93,196.28
85091034,3855.81,478.21
51541157,1922.27,206.52
22966151,1908.14,224.51
50532362,298.74,39.36
75625591,295.35,37.11
59038260,1776.36,232.95
94017860,3731.08,535.27
41776995,3326.82,603.7
35082542,2710.28,285.2
54045234,3827.78,745.15
19068998,3630.43,722.91
51557616,1946.3,249.86
23006944,1622.31,201.62
51800535,2686.71,313.41
14702796,3217.16,511.35
31928229,2306.25,273.32
49995014,1625.49,196.12
93880001,941.39,99.69
39078705,2681.63,502.85
87803860,1900.59,300.01
75140902,3298.26,335.88
18031113,3074.68,486.88
60684283,2211.31,413.49
70069011,1062.31,116.56
85532399,800.93,155.06
99098723,1974.15,265.04
87975910,1644.53,302.14
44375545,3396.16,596.19
95722184,1503.18,196.72
80964403,1049.46,135.96
43429977,2746.25,282.81
75887385,2507.52,320.15
78249920,1404.39,147.31
31155541,2980.07,551.24
11222982,3264.96,480.57
46067715,501.63,72.53
31731157,1955.21,364.35
64029008,1796.28,301.71
18074945,3078.69,610.39
61876233,3639.68,412.68
39661639,1521.92,238.77
91987226,2687.57,432.35
95068579,1180.89,228.31
71986924,1448.24,175.93
58846743,3620.14,534.72
36286037,2768.53,515.8
25546279,2842.45,309.84
33423033,465.19,90.62
65678160,581.82,78.39
49432686,3640.57,649.33
10662383,1569.31,265.4
39711226,61.18,10.76
21059187,2023.02,204.15
92220390,3019.54,337.85
27677358,1122.98,214.13
70324769,1210.94,178.16
39818861,1048.22,140.91
81201774,2533.74,352.49
28158578,3675.24,618.47
96205444,2631.3,415.38
41721461,1784.08,265.54
12060304,3053.73,348.26
34367872,1215.38,201.43
13599524,1463.09,171.06
68481873,684.5,115.04
12566127,3129.5,404.93
58461826,15.08,2.65
50123102,1718.6,236.68
90191667,3134.96,560.01
86404805,1714.39,247.79
29426748,408.75,80.59
94182872,1396.16,227.87
10752849,770.8,86.95
91434272,2251.96,367.93
61225067,3761.36,404.25
77853080,1708.49,171.79
81722323,384.38,51.93
74798068,1939.57,377.27
14598047,304.59,45.2
55984678,3262.92,609.32
45038455,412.53,52.39
72660418,1782.55,268.44
61988727,2548.21,282.63
16220392,1825.79,317.36
72955050,3606.69,456.17
21496941,200.84,20.18
74109606,2943.94,373.49
22870563,3531.27,574.03
90085299,473.19,48.45
78236702,1422.23,205.14
68616367,1761.75,269.67
23520413,1686.95,295.23
85152053,3339.1,334.46
68275227,2368.44,373.6
56588725,921.19,116.0
36658912,2350.19,352.06
90579801,1654.87,292.91
25430940,3610.7,389.66
79353089,2393.95,332.46
33549285,876.1,108.68
23036482,2133.77,378.21
14919463,3807.88,399.22
15232533,1895.24,293.27
33817168,754.47,129.06
24114474,3449.39,502.84
92144498,2465.59,412.99
92075949,2600.77,314.72
30727222,3464.01,523.96
88810200,3763.73,745.28
46907788,3683.75,686.22
73368321,3204.05,501.38
87003043,452.32,52.0
53969491,1215.47,203.35
29058490,2662.11,512.35
64595276,1799.71,273.36
43263766,2205.29,260.97
69051788,1033.16,123.4
84171627,2869.14,461.99
33023527,1649.79,319.71
40756236,2239.37,315.53
79355276,3029.34,442.49
24621464,1904.01,200.1
86696298,3869.16,538.42
64695236,1304.59,133.91
11599536,1593.72,178.42
78542785,1337.95,252.17
47635951,109.15,16.13
19380374,1633.87,207.21
72799566,697.18,117.25
17384223,1859.66,360.35
60599491,1962.04,280.06
41751650,3065.87,407.68
64526631,3501.55,479.89
43051627,2610.71,444.64
20549563,1181.63,189.77
83682138,2282.44,327.34
11577967,1384.83,208.83
58176090,171.91,25.31
11630049,1552.8,160.91
54164334,1706.21,246.17
51628720,3416.3,427.2
14381822,1514.88,273.13
56699882,2464.16,487.51
77207972,336.8,52.87
97757839,2503.47,366.56
44161727,2241.97,289.11
98078112,2804.52,425.45
42302191,335.84,39.15
66636195,2032.3,265.15
28881846,1065.64,160.55
95506833,3548.84,468.84
87596532,1957.59,303.91
52676271,2802.5,552.32
39754799,1754.34,195.46
55798957,2007.27,201.12
84761593,3130.75,497.06
61147169,2107.4,351.46
90242696,2319.65,443.98
68851100,1133.76,196.54
77747690,3893.32,623.39
92424327,2823.17,311.12
91611966,1775.11,246.04
69584536,455.74,84.41
10604451,2955.42,507.41
47858748,1278.13,251.83
61585898,2763.96,415.0
27565653,3173.69,431.54
94055892,1846.07,207.31
73001802,3117.66,530.43
99453272,3077.68,364.54
55559713,828.46,94.39
18673392,91.95,17.75
11697364,63.1,11.52
58653796,2527.53,288.56
66904892,721.28,115.62
85839919,3489.94,534.59
59246577,2245.75,317.91
79085122,232.41,45.75
64010735,3672.21,638.67
71918667,1311.3,162.47
53732228,3371.63,664.5
59183416,3601.38,695.46
63637645,953.42,107.09
42785690,2162.25,304.13
15169762,3687.2,722.02
68551043,940.38,138.8
12817555,1615.67,177.51
44003895,438.54,71.6
64687614,697.68,133.36
96728438,2073.25,331.34
26732177,2230.38,405.21
62041075,3153.16,559.84
76461936,2350.2,260.97
53375199,364.46,61.2
53674015,1251.46,131.92
63291416,1029.52,108.45
58661827,2352.15,251.97
56897656,738.06,140.06
48685856,3203.11,545.51
64474190,3409.84,455.82
75897615,3230.72,376.05
31738857,3167.62,495.43
17971535,1018.78,184.44
64575372,1913.07,353.65
96412056,2751.28,451.37
29303127,117.0,14.68
14829378,749.75,79.22
52473614,1459.82,166.85
35585188,3492.0,361.27
93542212,3627.85,562.34
94886130,1311.45,175.03
80853052,1896.26,190.64
65982762,3367.45,484.21
36165476,1984.94,210.1
15554805,1298.56,213.69
56977888,1037.62,203.2
28016230,2294.43,323.46
16324121,921.32,152.05
75152505,3103.67,447.8
77267323,782.56,120.78
77770131,1416.23,249.45
29922857,2670.36,454.68
49841067,1342.35,165.47
36933869,1626.68,305.39
10369151,1280.5,208.94
88458270,1312.62,224.66
94124936,2823.91,421.92
18409784,803.36,151.61
43605971,2160.74,238.11
27341715,984.45,136.77
58459264,3793.62,679.79
60212955,1626.62,212.24
45845230,3523.2,669.4
91750588,3079.44,309.57
58819577,1544.7,271.8
16876667,3078.8,370.22
71727024,1016.25,176.45
71781699,1426.52,218.0
74392833,170.13,19.88
92439056,2747.97,521.76
12581954,101.0,11.39
91632413,1415.36,195.44
12902676,451.15,73.66
22842917,116.88,14.2
37399323,3891.95,457.89
92221909,1120.13,200.38
13646161,3506.23,495.45
16253668,1840.59,269.26
14015174,1693.29,283.26
18191393,3564.93,404.96
50041217,1699.84,228.29
56881025,933.08,117.69
76313495,3557.96,664.9
25836375,1034.44,143.81
22860029,3644.63,536.35
80667638,3264.05,547.48
57412661,1075.13,169.96
85720770,1153.65,196.49
92469653,2386.61,337.68
89107107,2292.28,379.99
33512938,2471.47,325.57
66654268,1341.0,215.55
98927728,1700.49,236.7
35308438,2723.59,418.72
98854793,2589.8,437.75
42507085,2769.57,498.88
93179186,3612.13,557.06
17943336,97.45,12.26
92422157,3296.81,376.96
91005960,1061.02,182.56
69072375,2257.98,305.7
41777849,2802.64,505.02
16529518,2878.6,363.03
66191235,2034.29,234.34
21049130,3828.84,506.9
53009035,2227.88,227.75
89426624,1158.6,149.77
21164769,2347.97,311.26
78109907,2384.62,473.66
47095904,1575.87,197.27
55744889,2455.26,256.77
74461704,3013.18,528.16
14304174,887.86,123.99
38659081,2189.11,277.55
15661087,1189.31,148.24
90892722,44.56,8.62
31923311,1657.46,239.79
93848730,193.82,33.83
21884984,3529.01,641.34
81598617,3256.68,618.71
84037317,552.31,56.22
79033406,1979.65,370.03
12583326,1803.93,335.12
33599345,239.67,43.03
79852794,539.76,84.08
84918811,1647.04,311.09
24372805,3410.52,680.61
10677573,3041.44,421.62
86298673,2121.39,229.85
31664990,269.11,30.11
31019247,2216.76,330.59
25724948,2753.69,324.9
50734886,2024.98,234.19
42691726,3804.58,716.79
37737110,1119.35,153.84
34680630,1462.85,198.98
74901725,2593.62,456.85
30591436,3721.18,653.38
49956949,1178.54,119.0
94072761,1306.81,180.31
94117386,1188.01,214.48
44916881,681.33,71.22
95489245,1963.01,307.83
99954565,3550.59,408.57
18031291,3500.28,467.53
37547196,794.05,98.93
49292163,3130.48,612.8
82123537,1797.74,355.96
53954681,1513.33,301.2
10546668,3606.08,420.38
25564267,2934.19,540.22
69869845,3717.57,476.13
40734413,2248.14,421.66
11540209,3629.46,477.17
18029356,815.59,93.82
13862430,1727.12,299.01
46454583,681.86,69.78
77511151,3783.34,688.88
79627671,2459.09,368.61
29932195,3082.3,486.4
32277925,2320.3,404.77
48938231,3504.35,565.41
79517140,2960.88,359.39
89109606,2759.21,448.78
19417403,1660.8,224.28
51719009,808.27,82.35
99435923,1974.99,266.77
69372421,563.1,104.26
13263761,1320.5,247.86
76467186,3821.47,665.74
48638603,1362.44,247.32
85495264,1455.19,239.85
60285325,2879.19,519.95
40514686,179.66,26.33
19801287,830.75,114.17
37392684,3647.33,459.23
35705112,3519.53,578.45
23498197,550.02,71.86
38823693,3868.25,538.74
48122044,2340.44,248.62
27164019,128.25,15.93
31671067,839.57,87.48
94077199,2903.76,571.7
83868876,2966.02,532.44
50039580,2160.35,320.6
33277233,2393.33,273.49
73734874,2909.09,438.48
48802457,1970.51,391.53
35943315,1578.91,273.61
13078907,1193.39,149.36
99060388,3679.21,583.42
12994450,1188.72,209.71
61022351,140.69,21.12
97888055,3671.21,694.75
44276794,1650.53,269.84
37256825,3730.52,574.48
91243978,2738.7,292.62
73495102,371.61,49.75
95295700,1826.06,249.28
62959056,34.01,6.7
47202342,1472.13,263.69
54183906,1935.47,231.43
94071421,557.66,86.9
34831700,2742.12,438.11
86969330,3862.3,589.59
48309603,1392.91,192.46
62763790,2349.57,468.18
35458664,407.69,59.79
41057435,1400.98,202.67
84780284,1643.53,164.82
10817394,345.44,60.22
46408858,1611.66,193.2
24604134,1208.96,238.62
